,name,votes,winner,win_difference
11120,"In a sombre conclusion, Flora is unable to pull Demonic Tiger Trace back from the brink and reluctantly joins him, promising to be with him no matter the cost to her own soul. (Demonic Tigress Flora.)",1,False,0
11136,Epic shot of mighty lady Nora fighting the black creature summoned by Trace in chapter 7.,4,False,0
11137,Maddie discovers pumpkin spice; gets a little too into it,0,False,0
11138,Vampire queen Raine,9,False,0
11133,Keith Cosplaying as Kusuo Saiki (From the Disasterous Life of Saiki K),0,False,0
11127,"Fertility wish: It's twins! Kat finding out she is having twins, and Zen is not taking it well.",6,False,0
11168,"Scarlet doubles down on her bet, loses, and ends up having to spend a week living in a Keidran settlement, traditional clothes (or lack therefor of) and all. ",7,False,0
11167,Natani dakimakura pillow design,2,False,0
11153,"Templar Laura AU: Keith returns home, at the head of a Templar fleet sent to siege the Isles",3,False,0
11152,Lore moment: Wolf assassins lying in wait to strike at the Human’s King.,0,False,0
11151,"King Adelaide gives a guard a slap on the back, she forgot to hold back ",4,False,0
11164,"Raine and Kathrin Bodyswap: Kathrin activates Raine's fully-wolf form, and Raine frantically stops her from disrobing.",3,False,0
11165,It's back! The pumpkin latte and all the girls are going rapid for a cup of the holiday drink!,0,False,0
11166,"Backstage AU : Brutus gets a letter saying that he has been nominated for ‘Best Supporting actor.’ Clovis congratulates him, telling Brutus that he certainly deserves it. ",5,False,0
11173,Keith and Natani “sharing” a meal,2,False,0
11178,Anklet of Humanification - Human Vehra - her memories restored in this new form,3,False,0
11169,White Tigress Adelaide ,6,False,0
11177,"Pirate Queen Jenny kidnaps Natani and tries to seduce him in an effort to get Natani to join her team, only for the chest bindings to fail at the worst time.  Then again, maybe Jenny doesn’t mind.",5,False,0
11175,"Flora and Kat, in the middle of cat fighting over an argument.",8,False,0
11174,"Maren gives Sythe some dance lessons, and finds out he's a lot better than she initially thought.",22,False,0
11176,Flora & Trace as mermaids sharing a romantic embrace under the sea.,0,False,0
11172,Good Morning Cassidy,4,False,0
11171,Young Raine is publicly awarded as the best elementary school student. She is both happy and very confused.,1,False,0
11170,Nibbs running off with the leftover Halloween candy (possibly storing for winter),1,False,0
11227,Body Swap: Karen and Maddie,3,False,0
11229,"Dad Jokes 2: Flora slowly cracks, unable to keep a straight face and admitting that she too thinks the jokes are hilarious! And the way Trace messes them up? Makes it even funnier to her!",2,False,0
13005,Nora sees how much attention vv-Mike is getting and wants to try that form also,2,False,0
11293,"Flora panics when Maeve asks her how she got pregnant, and comes up with a wildly farfetched story",2,False,0
11291,"After jumping off the ship with Kathrin and the urn of Laura's ashes, Natani has to explain to Keith that the urn got broken and only the locket and top of the urn stayed with him; but maybe Laura's known affinity for the ocean helps ease the pain.",0,False,0
11290,Good Morning Cassidy,0,False,0
11289,"Trace and Flora attempting to assemble a ""some assembly required"" baby crib",1,False,0
11282,Flora looking down at her hungry stomach as it growls.,1,False,0
11287,"Keiren riding on horse Reni from ""Headless horsewoman"" when he notices her horns and realizes that it's Reni. Reni then panic-shapeshifts into a human.",3,False,0
11285,Rose getting her picture taken naturale,0,False,0
11284,"Mike, Evals, and Kat relax at the Gender Swap Spa, where patrons' bodies change upon entry.",2,False,0
11283,Fem Mike accidentally daydreaming about a family with Evals and is incredibly flustered to Evals confusion,4,False,0
11286,"Clovis lingerie, and him being ashamed of how good he looks in the mirror.",1,False,0
11245,"Clovis x Brutus AU, the Guild's power couple. Brutus is the large, intimidating figurehead while Clovis uses her feminine wiles to lead from the shadows.",1,False,0
11251,Trace lets his hair grow out. He wonders if he should cut it before he sees Flora having fun playing with it and decides to keep it a while longer,1,False,0
11250,White Tigress Adelaide,5,False,0
11249,Kat’s actress on a late night talk show promoting the upcoming Twokinds book 5 release.,6,False,0
11248,"Thanksgiving setting. Evals clasping his paws together with hearts-for-eyes and saying, ""I'm thankful for..."" with Female Mike poof'd into existence, and Natani casting a spell saying something like, ""I can't believe this is your heart's true desire, you weirdo.""",1,False,0
11247,Magic 101: Professor Raine teaching the basics of magic and the earliest spells one tends to learn. ,11,False,0
11246,Fruit picking on the Legacy Estate. Zen picks Kat up so she can pick the best apples for an apple pie,4,False,0
11243,Jade Adelaide dressed as Avatar Kyoshi (as from the Prequel Novels),2,False,0
11292,Basitin Wolf AU: Natani and Zen reassure their sister Madelyn that she will be as tall as them soon.,0,False,0
11288,Ghost Laura and Ghost Saria welcome Ghost Brutus to the afterlife.,4,False,0
11231,Vietnam era Keith carrying an M60 through the jungle.,4,False,0
11281,Kathrin as the angel of life (with white wings) against Willow as the angel of death (with black wings).,11,False,0
11310,Willow daki,0,False,0
11309,"Flora is confronting Lady Nora to Trace's whereabouts. Nora tries to look all innocent, but she actually has Trace completely coiled up in her tail behind her.",4,False,0
11312,"A very flustered General Alabaster, under the orders and watchful eyes of a smirking Alaric, must awkwardly give an explanation of the Basitan Saber Tail phenomenon.",0,False,0
11267,Tigress Trace hunted her first Turkey in her mouth and she enjoys hunting!,2,False,0
11273,All the main kitties in a great big snuggle pile/napping,1,False,0
11278,"Trace walks in on Keith and Nat in their ""Thanksgiving rp"" with Trace gives him a thumbs up and closes the door.",2,False,0
11277,Sir Knight Flora rescues her love from a tower held prisoner by a troublesome dragon (nora),14,False,0
11276,Sequel to angry Kat: she gets a comforting hug from Zen,8,False,0
11275,"Maren gives Sythe some dance lessons, and finds out he's a lot better than she initially thought.",2,False,0
11274,Vampire queen Raine (wolf),5,False,0
11272,Good Morning Wolf Maren,21,False,0
11270,"Returning to the ship, Space Laura focuses intensely on some ship repair work with assistant Nibbly doing tool-fetch duty.",6,False,0
11269,Snep thanksgiving dinner! Maeve and her mom visit their aunt and the characters at that tavern and have a nice meal together :) cuteness ensues ,7,False,0
11268,Amelia and Adira drinking ,0,False,0
11280,"Keith and Natani snuggled up together under a blanket, drinking hot chocolate and watching the year's first snowfall",6,False,0
11279,Red has to apologize to the Chimera. He has to invite her to buy clothes with the girls,9,False,0
11266,Sythe and Nibbly as Doomguy and his pet rabbit Daisy (alive),5,False,0
11244,Maren hires Kat to babysit Karen despite Karen's protests ,8,False,0
11242,King Adelaide giving one of her soldiers an enthusiastic pat on the back,2,False,0
11241,"Natani leans over a moonlit balcony and howls at the moon while her traitorous tail lifts her robe up, giving Keith a full view of her ""moon""",21,False,0
11240,Flora and Trace enjoying a nice walk thru the autumn forest.,16,False,0
11210,"Anklet of Humanification - ""Human Vehra"" She regains memories & magical prowess.",1,False,0
11215,Cassidy and Human are watching a movie,6,False,0
11214,"The rabbit girl magician turns her lovely assistant, Mike, into a female bunny girl in order to pull her out of a hat! Oh how the tables turn...",2,False,0
11213,"Twokinds meets Calvin and Hobbes! Trace sits down on a log next to Calvin, causing a pouncing Flora to collide face-first into Hobbes, who was pouncing at Calvin at the same time!",2,False,0
11212,"Flora and Trace rushing out the door for date night giving a whole bunch of last minute (disconcerting) instructions to the babysitter, teenage Maeve",6,False,0
11211,"Personality Swap AU: Flora is a tigress tomboy who wears chest bindings, and Natani is a playful, pounce-happy wolf.",18,False,0
11224,"Brutus as Pinky and Clovis as Brain from ""Pinky and the Brain""",20,False,0
11223,Zen moon's Clovis,4,False,0
11221,"In a sombre conclusion, Flora is unable to pull Demonic Trace back from the brink and reluctantly joins, promising to always be with him no matter the cost. (Demonic Tigress Flora.)",2,False,0
11225,"Erilas and Kathrin convinces Very Vixen Mike and Evalyn to model dresses for them. Erilas and Kathrin are very happy, VV Mike is embarrassed, and Evalyn is amazed at how good she currently looks.",8,False,0
11232,Trace and Flora out shopping for stuff they are gonna need for the baby and they run into Maren and Sythe: A coincidence or a secret revealed?,10,False,0
11237,Flora help Tiger trace during his transformation,1,False,0
11236,Two soldiers standing facing each other in a field of poppies with their weapons pointed down. (In honour of Remembrance day),14,False,0
11235,Maddie and Maeve body swap! Maddie has fun being fluffy until she sees Maeve about to violate Basitin decency laws.,1,False,0
11234,Laura Survives AU: Natani Keith and Laura continue to explore their new pack dynamic ,4,False,0
11233,Sweaty speedrunner Laura with a very tense expression quickly presses the keys on the keyboard,3,False,0
11226,"Saria models for Roselyn's painting in her turn, in her lioness form",1,False,0
11217,"Thanksgiving with the Adelaides. Jade carves the Thanksgiving dinner turkey herself with Maddie securely fastened to her seat, the mother having learned from her earlier escapades with pumpkin carving. ",1,False,0
11219,"Sam and Collin, introducing each other to their respective thanksgiving traditions.",12,False,0
11220,"The cast model Twokinds fashion, from extravagant mage-wear to noble Keidran attire.",7,False,0
11264,Kat massaging nova (in human form),2,False,0
11252,"The North Basitin Huntress finally catches that darn bunny, but her Wolf companion Rabbit is giving her the sad puppy-dog eyes of ""Can we keep it?""",1,False,0
11238,Human Willow,1,False,0
11239,Rose and Saria's ghost discussing the news about Trace and Flora's upcoming wedding.,3,False,0
11253,Rose's integration into the Legacy estate by evil Trace.,3,False,0
11254,"Young Zen and Raine hiding in a pile of leaves, jump scaring the heebie jeebies out of Rose.",3,False,0
11261,Reni eating a cartload of pretzels.  Or a ridiculously large pretzel.,2,False,0
11255,King Adelaide's coronation,3,False,0
11262,Queen Adelaide being defeated in an arm wrestling match against a buff female hyena.,0,False,0
11222,Modern AU. Reni wants to try her new dragon sized vr headset and asks Keiren to play with her but they accidentally got each other's characters,4,False,0
11263,A magical mishap transforms young Rose into a Were-Dragon!,1,False,0
11260,Trace and Keith are babysitting the Keidrans when they were in their feral forms. Flora is rubbing against trace while natani and Laura are fighting over Keith,9,False,0
11259,Natani dakimakura pillow design,11,False,0
11258,"Flora yoinks the ""ban hammer"" from stream and is ready to unleash it on Nora as she makes another move on Trace.",6,False,0
11257,Madelyn dressed as Scout from Team Fortress 2 stealing the intelligence,1,False,0
11256,"Sequel to “Headless Horsewoman”: An emergency forces Capt. Kei to ride pony-Reni to danger, slapping her rump to spur her on.",5,False,0
11216,"Brutus & Clovis going hiking in the mountains, enjoying the view.",1,False,0
11139,Dark AU Emperor Sythe and his High Generals Natani and Zen rally their wolf army to conquer the world.,1,False,0
11140,AU: Natani and Zen reassure their sister Madelyn that she will be as tall as them soon.,1,False,0
11141,"Rose captured in a dungeon, after being betrayed by Euchre in Chapter 16",2,False,0
11007,"Succubus Maren gives her victim Sythe the choice of what to play with him, Trick or Treat",6,False,0
11005,"Costume party at Riftwall Tavern West; featuring Amelia, Windstraw, Magpie, and Willow",9,False,0
11004,Demon tiger trace recovers his personality after his fight with flora,3,False,0
11002,"Clovis' execution of Roan reimagined à la Captain Needa's fatal apology to Vader in Empire Strikes Back. ""I will take full responsibility and apologize to Prince Clovis...""",1,False,0
11001,"Flora, Kat, and Therie dressed as the hex girls",7,False,0
11000,Trace and Flora trying (and failing) to put together a crib from Mekkea (Mekkan's Ikea),0,False,0
11013,Natani as the Doom Slayer holding Keith as Daisy; Doom Slayer's pet bunny,2,False,0
11012,"The shenanigans that go on at Pirate Queen Jenny’s Annual Halloween Party, which is paid for out of her legitimate income from the sale of Western Basitin Rum.   Maybe the group of Keith, Natani, Zen, and Kathrin having a really good time together while in costume.",2,False,0
11021,"Zen and Sythe, the morning after ""Gender Flip Flirting"", both male again and awkwardly cuddling together",2,False,0
11014,"Genderswap AU: The gang arrives at the Legacy Estate in Edinmire, only to be greeted by male Rose and...a child?! As it turns out, since Trace was the one who was pregnant, not the now-deceased Saria, she was able to safely deliver the child, and they've been waiting for their mom to come back.",6,False,0
11022,A dentist's nightmare. Dragon comes in for dental check-up,16,False,0
11015,Natani dakimakura pillow design,2,False,0
11027,"Mike, Evals, and Kat relax at the Gender Swap Spa, where patrons' bodies change upon entry.",5,False,0
11026,Gangster AU cat clan crime syndicate speakeasy,4,False,0
11025,"Wolf Maren cuddling Sythe in bed, she tells him it’s purely instinct though she refuses to let go of him.",24,False,0
11023,"Kat and Trace switch bodies, Kat immediately decides to go mad with power.",2,False,0
11020,It's Saria's turn to model for Rose's painting - in her lioness form,2,False,0
11019,Trace and Flora out shopping for stuff they are gonna need for the baby and they run into Maren and Sythe: A coincidence or a secret revealed?,3,False,0
11003,"Adira needs some help around the tavern, so she recruits Mike and Evals for the job. She mentioned the position was for barmaids, right? Oh well, at least the new girls get to keep their tips.",1,False,0
11008,Natani dressed as call of duty hellhound,12,False,0
11142,"Raine growing a tail in public, leading to a rather embarrassing and revealing situation ",2,False,0
11009,Young Reni dresses as bat for Halloween.  She hangs from her feet from someone's porch roof holding a candy bucket in her mouth.,9,False,0
11044,"How Nora would look through the ""spectacles of true sight.""",3,False,0
11051,"Oh no! It's the rare occurrence of the weretiger trace, all floofed up for Halloween!",6,False,0
11045,Modern Kitty Maren and Kitty Karen out enjoying the fall leaves with Sythe,1,False,0
11056,Young AU Raine meeting and mixing up young AU Zen and Natani in school.,7,False,0
11055,"Dark Trace is attacking a keidran village, the ghost of Saria is standing behind him, begging him to stop.",15,False,0
11054,"Karen and Maddie running a little cafe, and five minutes after opening there's a fire.",1,False,0
11053,FluffKevlar's Tala and Young Rose discuss their people's differences after Tala comes stumbling out of the forest,1,False,0
11052,Flora the gym teacher shows Raine on her first day some basic yoga moves ,4,False,0
11057,Flora protecting tiger trace from a very interested tigress nora,1,False,0
11049,"Twokinds meets Calvin and Hobbes! Trace ducks down to talk to a fascinated Calvin, while above them, Flora and Hobbes collide mid-air after they tried to pounce on their respective humans...Ouch!",2,False,0
11048,While Raine and Maren were on hot springs Sythe and Zen stole their clothes and they were left completely naked.,12,False,0
11046,Mike meets a very friendly female skunk Keidran while on an Autumn nature walk and isn't exactly sure how to feel.,10,False,0
11050,A Western Basitin couple get into the spirit of Halloween and paint each other’s markings to look like spooky skeletons.,5,False,0
10999,"Adira taking Maeve trick or treating, Adira is dressed like a vampire and Maeve is dressed like a witch. ",1,False,0
11006,Natani wants paw rubs after training. Keith gets blushy,5,False,0
11011,"It seems the WereSnep curse is spreading, Nat Keith and somehow Maddy got cursed too.",1,False,0
11010,Modern AU railway station scene,4,False,0
11018,Keith as the headless horseman and Trace as Ichabod Crane,2,False,0
11017,Detritus handing out candy during Halloween. ,2,False,0
11016,Keith dreams. Laura and Keith are on there honey moon  ,2,False,0
10982,Kathrin and Maren join forces to create a one-stop fashion shop. Their first customer? Keith.,0,False,0
10996,Anthro Reni daki,4,False,0
10994,A yandere Kat planning out ways of taking out her competition for Eric's love,1,False,0
10995,"The two characters from Basitin First Time laying on a messed-up bed with embarrassed/surprised expressions saying ""Wow. . ."" in unison.",2,False,0
10992,Raine's magic goes wrong. Explosion ruins room and her clothes resulting bustier and curvier wolf Raine.,9,False,0
10991,"Cerberus Natani, three heads are Natani's three aspects, Fem Natani, Male Natani, and Youngtani.",8,False,0
10990,A super-hyped costumed Maeve after Landen gave her coffee for trick-or-treating.,13,False,0
10989,"Vampire Kat AU: Trying her new vampiric powers Kat turns into a cloud of bats to fly away, but upon turning back to Keidran form she discovers her clothes were lost in the flight.",1,False,0
10988,A magical mishap transforms young Rose into a Were-Dragon!,0,False,0
10987,Vampire Lioness Saria,1,False,0
10945,"Cassidy catching the human male in a headlock and giving him a playful brotherly noogie, smiling and saying ""C'mere you big dork""",2,False,0
10951,Kat gives a reassuring hug to someone having a bad day,7,False,0
10949,Clovis gets cancelled on tweeter after killing Brutus,2,False,0
10948,Kathrin and Maren join forces to create a one-stop fashion shop. Their first customer? Keith.,4,False,0
10947,Getting to know you 3: the human male introduces himself to Cass and she is very interested in him,2,False,0
10946,"Gender Swap AU  : Grand Templar Tracy Legacy, sitting in a chair with an attendant beside her. At the peak of her villainous career. ",1,False,0
10953,“Laura Voorhees” stalking Keith,0,False,0
10944,"Wolf Maren cuddling Sythe in bed, she tells him that it’s purely instinct even though she refuses to let go.",8,False,0
10997,"Rose teaching a course on proper female wolf etiquette. With Raine only interested from an etymological stand point, wolf Maren embarrassed (but secretly wants to learn for Sythe), and Natani wondering why the hell HE's there. ",2,False,0
10998,"Kathrin as an anthropomorphized Bat, happy Halloween!",1,False,0
10986,Mermaid Raine (wolf form) bathing contently on the rocks in a calm lagoon waterfall ,2,False,0
10975,"Nora gives Red the Chimera girl's body for Halloween, so he has to spend the day in her... well, not shoes... paw and hoof.",4,False,0
10976,Grown up Maddy and Maeve apple picking,0,False,0
10981,"Natani and Kieth shower together. Expectation, nice ""steamy"" shower. Reality, one ends up hogging all the hot water while the other freezes.",1,False,0
10980,White Tigress Adelaide,3,False,0
10979,"Female Brutus trying on a dress for the first time, and she enjoys it, while Clovis is shocked as to why she does.",1,False,0
10978,Fertility wish continued:Natani makes fun of Zen for getting Kat pregnant until Kat asks when Natani and Keith will start having kids ,21,False,0
10977,"Maren and Sythe furtively try to find out each other’s preferences, and turn to their ex’s, Flora and Trace, respectively. Unfortunately, as it turned out, the latter have very distant ideas about what their ex’s really like.",2,False,0
10969,The boys weightlifting competition and Adelaide Wins.,0,False,0
10974,Cowboy standoff between Mike and the Pencil,4,False,0
10993,Zen Daki,7,False,0
10973,"Sam and Collin carving some pumpkins. Collin carves a small one. Sam, likes them big.",2,False,0
10972,"Kat reading to Flora from a large book titled ""What to expect when you're expecting a Halfkind"" (or a Twokind)",3,False,0
10971,"Flora and Kat, in the middle of cat fighting over an argument. ",15,False,0
10970,"Zen and human Raine wrapped up in a blanket, sitting on a couch watching a scary movie. Raine finding out that the movie she picked might be a little too scary for poor Zen.",8,False,0
10968,Witch Kat making a terrifying concoction with a crazy expression/dialogue...except it somehow ends up as a delicious looking pumpkin pie,2,False,0
10983,"Raine, Kathrin, Lara, and Natani dressed as the Ghostbusters and trying to catch a ghost Clovis and Brutus. The place should be a mall with Brutus diving for any nearby steaks.",4,False,0
10985,"Willow and Laura accidentally enter the ""Humans Only"" bath.",6,False,0
11036,Keith and Natani going through a Haunted House and Keith trying to play off getting scared,0,False,0
11042,"Sequel to wolf Mary: using her Keidran transformation, young Mary Silverlock infiltrates a Snow Wolf village and meets young Euchre and Rose. They welcome and invite her to their home, which Mary accepts but is put off by them not wearing clothes like her.",4,False,0
11029,Keith plays fetch with Natani and Zen.,2,False,0
11070,"Youngtani goes to Halloween by hijacking Clovis' body as her costume, much to the princesses dismay, particularly on the outfit chosen, or lack there of.",5,False,0
11099,Crab Battle! Roberto and Adelaide duke it out for the crown,7,False,0
11100,"Reni always wanted to be a ballerina, but discovered pirouettes are hazardous to her fellow performers.",2,False,0
11102,"Keith getting mercilessly cuddled by a fluffy, winter coated Natani; just to keep Keith warm and for absolutely no other reason.",12,False,0
11101,Cosplay Kathrin as Puss in boots.,5,False,0
11104,Flora Helps Tiger Trace with his fur allergy,13,False,0
11110,Good Morning Human Reni,2,False,0
11116,"Adira needs some help around the tavern, so she recruits Mike and Evals for the job. She mentioned the position was for barmaids, right? Oh well, at least the new girls get to keep their tips.",0,False,0
11115,The Modern Trio visit Mekkan's greatest natural wonder.,9,False,0
11114,Lioness Saria models for Rose's painting in turn,1,False,0
11113,"After Natani, Laura possesses Keith and has some fun with his body.",2,False,0
11105,Clovis telling Brutus to chase after Nibs to get her clothes back. Nibs is playing with him.,0,False,0
11111,"Kat presents a Friendsgiving feast to an appreciative Mike and Evals. Meanwhile, Eric is shocked and horrified to find his pantry emptied.",2,False,0
11112,"Clovis doing the Mr Burns ""Excellent!""",5,False,0
11108,Raine Silverlock as Grand Templar.,17,False,0
11107,Female mike dreaming about being a mother and being very embarrassed!,8,False,0
11106,Scythe and Maren ice fishing together.,2,False,0
11071,Epic thumb fight between Trace and Keith,10,False,0
11098,Wolf-Maren is way too intense for the advances of Eric's artistic vision.,1,False,0
11097,Laura in Lingerie,23,False,0
11095,"Natani teasing Keith with his ""girly"" voice like in the comic.",1,False,0
11118,Keidran tribes come together for a day of peace and Thanksgiving ,3,False,0
11144,"Personality Swap AU: Flora is a busty tigress tomboy who wears chest bindings, and Natani is a playful, pounce-happy wolf.",4,False,0
11145,Steampunk AU Raine Pinup ,0,False,0
11146,"Thanksgiving with the Adelaides. Jade carves the Thanksgiving dinner turkey herself with Maddie securely fastened to her seat, the mother having learned from her earlier escapades with pumpkin carving. ",2,False,0
11147,"Modern Flora goes for drinks with Willow Laura and Kat exhausted after becoming a mom. Girls reassure her she can go home and nap, Flora rejects the idea then immediately falls asleep ",2,False,0
11148,Keith wearing fox armor. Laura and her sisters have weakness for man in uniform. ,1,False,0
11149,"Maren and Sythe furtively try to find out each other’s preferences, and turn to their ex’s, Flora and Trace, respectively. Unfortunately, as it turned out, the latter have very distant ideas about what their ex’s really like.",5,False,0
11119,Red has to apologize to the Chimera. He has to invite her to buy clothes with the girls,14,False,0
11117,Rose getting some love - a new painting cougar style,1,False,0
11094,"The classic onsen trope where the wall dividing the men's and women's baths collapses, but since the occupants are mostly Keidran everyone just starts socializing and wondering why there even was a wall",0,False,0
11096,Willow daki,1,False,0
11103,Sam and Collin out for walkies. Enjoying a fall stroll in a park walking through the leaves.,6,False,0
11089,"While training, Nat invites Keith to hit a punching bag as hard as he can. Nat looks horrified as, thanks to Basitin strength, Keith obliterates it with one kick.",1,False,0
11090,"The Gang (TM) in a modern world trying out FFXIV / getting ready for Endwalker (For example, Kat playing around with glamours (outfits) in game or Trace and Flora getting married in game)",1,False,0
11091,"Erilas and Very Vixen Mike wearing sundresses and sunhats, having a picnic underneath a tree.",2,False,0
11092,Modern AU Reni and Chimera hanging out at a cafe,6,False,0
11093,Modern AU: Morning commute scene at New Edinmire Train Station,1,False,0
11064,Willow decides to do some online dating.,1,False,0
11069,Vampire Kathrin enjoys wine in the wine cellar in her castle.,2,False,0
11030,"TwoKinds High: meet Reni (dragon) as she tries out for cheerleading. She looks cute in the outfit, especially the skirt, but isn’t terribly graceful. How embarrassing!",5,False,0
11068,Modern Laura finally getting her hands on the mythical PS5 console.,5,False,0
11080,Goth Trace.,0,False,0
11079,"Professor Raine on Magic 101, techniques and elements?",2,False,0
11078,"Modern Maeve: Maeve spies a shy Basitin exchange student eating by herself in the cafeteria, and decides to join her for lunch.",2,False,0
11077,"Modern Sythe - Bike continuation:  Sythe (during what seems to be his world bicycling tour) takes a look over his shoulder and finds that he and Nibbly attracted a following, Forrest Gump style.",1,False,0
11076,"Demon tiger Trace 3: Trace comes to his senses, and is filled with tearful remorse after realizing he attacked his (unscathed) love, Flora, who gladly comforts him as she strokes his head in her lap.",16,False,0
11043,Sythe and Nibbly as Doomguy and his pet rabbit Daisy (alive),17,False,0
