,name,votes,winner,win_difference
2034,Karen flying on Reni,3,False,0
2010,Zen hug tackles Raine in to a lake.  ,10,False,0
1991,Zen & Natani get to see their parents again,9,False,0
2030,Alaric & Madelyn are fencing/sparring. Madelyn is impossible to land a hit on.,6,False,0
1990,Keith as Zuko from ATLA,3,False,0
1975,Alaric's Inauguration as Master General,18,False,0
1974,"In an attempt to break Nora's curse, Clovis tries to become an Adrakist",7,False,0
1973,Nora & Reni doing an air show,6,False,0
1972,Nora reading a bedtime story to a baby Reni,12,False,0
1971,Tiger Keidran marriage ceremony ,24,False,0
1970,Trace & Flora spot some deer on a hiking trip. Flora wants to eat one.,11,False,0
2001,Natani & Florence Ambrose (Freefall) swap bodies,14,False,0
2000,Natani helping Keith down from the top of a tree after being put there by Trace’s magic.,4,False,0
1998,Reni's magic stuff collection room.,25,False,0
1996,Natani Dakimakura ,16,False,0
1995,"Trace looking to buy sexy undies for Flora. Flora wondering what's the point, she's always naked.",37,False,0
1994,Grand Templar Trace Legacy demonstrates his power.,4,False,0
2002,Trace & flora accepting an Oscar award for Twokinds,2,False,0
1992,"Silverlock family moments: Euchre, Mary & young Raine as a happy family",10,False,0
1993,Natani: *tells a joke* Keith: that’s NAT funny Natani: *looks at Keith disappointedly*,5,False,0
1986,Flora listening to King Adelaide & Adira talk of the horrors of child birth.,22,False,0
1987,Mrs. Nibbly in a wingsuit flying with Princess Reni.,12,False,0
1999,Re-sketch of “don’t be shy” (Keith) from Comic-Con,0,False,0
1989,"The Twokinds Princess Ball with Flora, Reni and... Clovis all dressed up.",11,False,0
2035,Wolf Red’s primal instincts kick in & he chases his tail,1,False,0
2033,The Female Main Character from the Halfkind comic Returns!,13,False,0
2070,"""Nora turned Keiren into dragon. Reni conflicted. She doesn't approve but dragon Keiren is cute.",11,False,0
2062,Natani & Florence (Freefall) Get body swapped,17,False,0
2060,Trace in Noctis's original outfit from FF 15 wielding the sword of the wise,3,False,0
2059,Mothers only baby shower: Adira & Adelaide tell Flora about the horrors of childbirth,4,False,0
2058,Reni's magic stuff collection room.,13,False,0
2057,Trace as the Full Metal Alchemist,3,False,0
2054,Captain Zen and First Mate Raine meet the Seadogs (Captain Evals and First Mate Mike),12,False,0
2055,Trace as Doctor Who & Flora as his assistant.,8,False,0
2053,Trace in bed reading from Hitchhiker's Guide to the Galaxy (Don't Panic on cover),0,False,0
2052,"Raine gets to learn to ride a horse, courtesy of Sythe",5,False,0
2051,Age Progression chart for Flora.,17,False,0
2056,"Mrs. Nibbly happened upon one of Natani's bandages & found a new, cozy nesting place",37,False,0
2073,Alaric possesses Zen to hit on Keith. Natani is less than happy with it,16,False,0
2075,Kathrin gets a hold of some japan kimonos & gets Flora & Natani to try them on with her.,11,False,0
2072,Kat reading Maeve & Maddie a bedtime story,7,False,0
2077,Flora as Rey from star wars,2,False,0
2076,"Sealeen tries to use her potions to brew coffee for Landen, but it goes horribly wrong.",4,False,0
2071,"Mary, Euchre & young Raine having a happy family moment.",17,False,0
2074,Flora listening to King Adelaide & Adira talk of the horrors of child birth.,13,False,0
2068,"Keith cosplaying as Pip from Paladins, & Natani loves his newfound confidence!",2,False,0
2067,"Dust: An Elysian Tail, Dust accidentally turned into a Nimbat by Fidget.",6,False,0
2061,Euchre holding baby Raine,9,False,0
2063,Kathrin reads a bedtime story to Maeve while Adira watches from the doorway.,30,False,0
2029,Saria's ghost comforting Rose shortly after Saria's death,4,False,0
2042,Mage Flora,19,False,0
2021,Clovis x Keith in a hot tub.,20,False,0
2027,[Dust: An Elysian Tail] Dust accidentally turned into a Nimbat by Fidget. ,10,False,0
2026,Special massage Redux,8,False,0
2025,Euchre holding baby Raine.,18,False,0
2024,Wrinry's first time flying after getting her wings back.,2,False,0
2022,Reni accidentally sets off half of her 'neat magic stuff' collection in front of Kei,8,False,0
2020,Raine as Elsa from frozen,6,False,0
2049,An alternate timeline where a younger Raine was raised by Rose,10,False,0
2048,Raine as Elsa from frozen,8,False,0
2046,Reni accidentally sets off some of her 'neat magic stuff' collection in front of Kei,3,False,0
2044,"A guard tries to charm a female Basitin by flashing his Ankles, So lewd!",11,False,0
2043,Mike & Evals trying to relax in the mansion but unfamiliar & nervous about being guests.,14,False,0
2047,The Female Main Character from the Halfkind comic Returns!,5,False,0
2041,Tavern Mixup: Adira accidentally serves Kat human booze. Drunk Kat ensues.,29,False,0
2040,Eric steers the Na'Rella through stormy seas.,3,False,0
2039,Daniels & Therie Sah-Van run away to live together,8,False,0
2038,Reni fetching the teleportation stick like a huge dog.,7,False,0
2037,Tracksuits the second. Squatting Taverndatter sisters/gopnitsas.,3,False,0
2036,"While spending the day out by a lake, Raine hug tackles Zen into the water.",4,False,0
2162,Nora being a terrible influence while babysitting hatchling Reni.,13,False,0
2160,"Keith as Knight Artorias from Dark Souls, & puppy Natani as Great Wolf Sif.",6,False,0
2188,"Natani eyeing Keith, brandishing a Basitin-grade Q-tip",0,False,0
2299,"Therie, Nat and Flora sharing tips in inter-species relationships with Kathrin looking on.",4,False,0
2295,"A human guard attempts to flirt with a female Basitin by ""accidentally"" showing some ankle, So lewd!",5,False,0
2294,Bird/avian race to show design. ,3,False,0
2293,Mike and Kathrin posing for Erics painting,7,False,0
2292,Natani & Florence Ambrose (Freefall) get body swapped,9,False,0
2291,"King Adelaide's parent, and their newborn daughter",4,False,0
2290,Clovis and Natani covertly dress shopping. ,36,False,0
2289,Furst Step. In the AU where Zen and Natani accepted by Adelaide. Young Keith meets young Natani,24,False,0
2296,Evals accidentally referring to Mike as his boyfriend and then nervously backpedaling.,14,False,0
2316,Flora as Tracer from Overwatch,5,False,0
2322,Albion Alabaster eating a tin can,3,False,0
2321,Mike & Kathrin posing for Erics painting,21,False,0
2320,Wrinry's first time flying after getting her wings back.,2,False,0
2319,All the twokinds villains standing around dark trace on an evil throne,3,False,0
2318,Non-genderbent Mike & Evals trying on dresses together.,6,False,0
2317,"While on a nice walk in the winter, Flora is having trouble keeping track of Tiger Trace",11,False,0
2315,Feral/Baby Flora being both scared & outraged at the reflection of a mirror,17,False,0
2312,Youngtani escapes into the real world & sneaks up on Maddie,16,False,0
2313,Baby Nora!,23,False,0
2314,"Young Eric playing with his new kitten, Katherin. ",42,False,0
2297,"Twokinds’ Jazz Bar: Nibbly on Sax, Sythe on Trumpet, & Raine on Piano",10,False,0
2300,Flora drawing you,18,False,0
2310,Keith makes peace with his father at his grave site ,6,False,0
2301,A Corgi and Shiba Inu Keidran ,12,False,0
2286,"Trace says ""yes"" to Flora's butt being big!",19,False,0
2285,"Kat dancing in a moonlit field, ink-splotch style",21,False,0
2284,Return of the Main Character from Halfkind: Tom's pre-comic before Twokinds,7,False,0
2283,"Needing new jobs, Mike and Evals try to learn from Natani how to be DEADLY ASSASSINS!",15,False,0
2282,A Basitin / Human exchange program. A male Basitin lands in a class with human females.,15,False,0
2280,"Lioness Saria trying to get Tiger Trace to see the positives, with Rose watching in the background",59,False,0
2288,Keith makes peace with his father at his grave site,24,False,0
2278,"Kat discovers a ""flawless"" male transformation spell in a book. Only flaw: Natani has tiger stripes",7,False,0
2272,Natani in Krystal's battle suit,29,False,0
2273,Sythe as a reluctant squirrel mascot for Nibbly world.,3,False,0
2279,Redraw of sword wielding Rambo Flora and Kat from page 589,12,False,0
2276,Flora's reaction to video games! If they existed briefly or something.,8,False,0
2277,"Karen eating watermelon, wearing a watermelon shirt",4,False,0
2275,"Mrs. Nibbly in a wingsuit, flying alongside Princess Reni.",37,False,0
2306,Keith and Fem!Keith get Tail Sword Syndrome for Natani.,2,False,0
2298,Underwater kiss scene with Trace and Flora,7,False,0
2304,All the TK villains surrounding red eyed dark trace sitting on an evil throne,5,False,0
2303,Natani and Adelaide wearing Western Basitin clothing and body paint.,3,False,0
2302,"Adira and king Adelaide, at Flora's baby shower, talk about the horrors of childbirth!",10,False,0
2311,Trace goes Super Saiyan!,5,False,0
2308,Natani wielding the axe from god of war with Kieth standing in the side lines with a bow,11,False,0
2281,Tiger Trace Character Reference,9,False,0
2347,Rose as Professor Mcgonagall from Harry Potter,4,False,0
2344,"Mrs. Nibbly in a wingsuit, flying with Princess Reni.",8,False,0
2343,Natani Dakimakura (Body Pillow),23,False,0
2342,A post Walking Dead cast. Maybe Natani as Negan.,2,False,0
2341,"Karen eating watermelon, wearing a watermelon shirt",2,False,0
2340,Natani in Krystal's battle suit,4,False,0
2339,Red in his original style rocking out to some metal. \m/,0,False,0
2345,Main cast as kids in a classroom learning the differences of each race.,9,False,0
2364,Magical Cataclysm. Nibs sneaked into Reni's magic stuffs room.,2,False,0
2369,Sexier Keith coming back from strength & endurance training.,16,False,0
2368,"Everyone’s winter coats have started shedding off, now everything is coated in a layer of fur",8,False,0
2367,Raine vs trace staring contest but goes magically awry,5,False,0
2366,A Corgi & Shiba Inu keidran.,10,False,0
2365,"Backside comparison, sythe & zen with Nibbly as judge.",30,False,0
2363,Half dragon Flora & Half dragon Trace at an onsen ( hot spring ),7,False,0
2356,"Adira, king Adelaide, & Mary, at Flora's baby shower, telling Flora about the horrors of childbirth",2,False,0
2361,The main cast dressed as who would be their favorite Avengers.,2,False,0
2360,Raine goes on a Shopping Rampage,2,False,0
2359,"Reni's first attempt at Transformation Magic, starring Kei as her 'helpful volunteer'",20,False,0
2358,"Curious about their relationship, LT. Reed attempts to spy on Trace & Flora",13,False,0
2346,Kat demonstrates a new keidran's fashion collection. Eric is impressed.,7,False,0
2348,Eric painting a new portrait for Rose.,9,False,0
2307,Mrs. Nibbly tries to fight Raine with a Nibbly-sized sword over who gets Sythe,4,False,0
2349,Keith gets some unexpected feminine affection after giving Natani a handkerchief scarf.,43,False,0
2337,"PawDay. Trace, Flora, Keith & Natani rob a bank like characters from the PayDay",3,False,0
2336,TwoKinds Noir (a la Max Payne),4,False,0
2335,"Baby Shower! King Adelaide, Adira, & Mary Tell Flora about the horrors of child birth. ",26,False,0
2334,"Sealeen tries to use her potions to brew coffee for Landen, but it has unexpected side-effects.",17,False,0
2333,"Flora, Kathrin, Natani & Raine (Keidran form) chained together in a slave march ",16,False,0
2332,b-movie poster: Attack of the 50ft woman starring King Adelaide,37,False,0
2331,"Colin trying to be smooth in an attempt to charm the viewer, but fails to think of a decent line",9,False,0
2338,Keith trying to teach Trace how to fight in hand to hand combat. Flora & Natani cheer them on,9,False,0
2329,Young Rose & Young Natani critiquing their future selves,23,False,0
2328,Mike & Evals learn from Natani how to be DEADLY ASSASSINS,6,False,0
2327,Return of the Main Character from Halfkind: Tom's pre-comic before Twokinds,6,False,0
2325,Trace & Flora dressed in outfits from Pride & Prejudice,2,False,0
2324,Dragon!Flora protecting Dragon!Trace from Lady Nora's advances,12,False,0
2323,"Keith & Natani buried at the beach, sand shaped like Merfolk tails. A wave reveals actual Merfolk tails",5,False,0
2330,The Taverndatter sisters take Fem Fur Red shopping,11,False,0
2354,Natani & Florence Ambrose (Freefall) get body swapped,27,False,0
2352,Trace in his old templar battle armor ,16,False,0
2351,"Therie, Nat & Flora sharing tips, with Kathrin looking on.",14,False,0
2350,"Kat & Raine excitedly dictating scenes from their ""friend-fictions"" for Eric to paint.",19,False,0
2287,Kei is turned into a wolf Keidran and is arrested by his own men.,8,False,0
2257,Natani Dakimakura (Body Pillow),23,False,0
2187,"Twokinds’ Jazz Bar: Nibbly on Sax, Sythe on Trumpet, and Raine on Piano.",8,False,0
2195,Adira daki pillow design,21,False,0
2193,Young Rose playing an April Fool's prank on Saria,12,False,0
2191,Spyro the dragon meeting Nora who is rather amused by spyro's small size,14,False,0
2190,Nora & Reni as a Yin Yang symbol.,8,False,0
2196,Witcher Keith fights Nora,6,False,0
2192,Flora as Rey from Star Wars,2,False,0
2221,The Basitins chain Carver inside a chicken coop. He thinks the rooster is mocking him.,4,False,0
2214,Flora & Trace bath time,20,False,0
2220,Keith meeting one of the new Basitin girls,13,False,0
2219,Keith makes peace with his father at his grave site,15,False,0
2218,Laura is transformed into a dragon by Lady Nora,8,False,0
2217,A look at Adelaide & Natani's conversation discussing Natani's Secret after page 592,6,False,0
2216,"'Control Collar' on Keith, Flora controlling him, forced to do something embarrassing.",3,False,0
2215,Trace as Caesar & Flora as Cleopatra,3,False,0
2211,Red in his original style rocking out to some metal. \m/,4,False,0
2210,"Sea of Thieves calls for a Galleon with Pirate Trace, Flora, Keith, & Natani. Arrrggg",9,False,0
2209,Colin trying to be smooth to the viewer but ends up failing cutely,17,False,0
2208,Clovis’ heat worries,53,False,0
2207,Daniels proposes to Therie who tearfully smiles at the gesture about to say yes,32,False,0
2206,Cathleen Keiser: Amazon Goddess!‬ (West Basitin Style Keith's mom),26,False,0
2194,Human Female Mike,33,False,0
2197,Main characters as kids in a classroom,53,False,0
2237,Tracksuits the second. Squatting Taverndatter sisters/gopnitsas.,2,False,0
2198,Inkblotch-style Kat,3,False,0
2186,Maddie and Maeve making Easter Baskets (and stuffing their faces with candy),1,False,0
2185,Natani and Zen inside a Jager piloting it.,2,False,0
2184,A redux of the moment when Flora gets possessed by Ephemural.,2,False,0
2183,"Trace, Flora, and Keith as Aang, Katara, and Sokka respectively from Avatar the Last Airbender",1,False,0
2182,raine turns into an easter bunny keidran....... april fools!,4,False,0
2189,"Curious about their relationship, LT. Reed attempts to spy on Trace and Flora",3,False,0
2180,Keith finds himself comfortably in bed between sleeping Flora and tiger Trace.,6,False,0
2179,Keith as the Easter Bunny,2,False,0
2178,"Modern-day style Keith & Natani sharing an umbrella in the rain, holding hands.",6,False,0
2177,Force-Ghost Euchre gives Raine some advice.,2,False,0
2176,Natani & Florence Ambrose (Freefall) get body swapped,15,False,0
2175,Natani as Great Grey Wolf Sif from Dark Souls,3,False,0
2181,Alaric's Inauguration as Master General,12,False,0
2205,Miss Nibley to become a general of crabs,8,False,0
2204,Alaric & Maddie sparring. Alaric is getting frustrated as Maddie is impossible to land a hit on.,12,False,0
2203,Flora & Kathrin wearing black tights ,16,False,0
2201,Redraw of Page 589 Panel 3: Flora & Kat prepare to invade the Basitin Isle,19,False,0
2200,"Curious about their relationship, LT. Reed attempts to spy on Trace & Flora",23,False,0
2199,"Twokinds' Jazz Bar: Nibbly on Sax, Sythe on Trumpet, & Raine on Piano",29,False,0
2212,Humanoid Reni tries flirting with Kei with awkward results,10,False,0
2236,Adrakeists Flora & teasey Nora at a hot spring,11,False,0
2260,Adira daki pillow design,17,False,0
2243,Mike walks in on trace having turned into a fem-tiger,27,False,0
2241,Devilish Keith (contrast with Angelic Laura),3,False,0
2240,Roselyn when she was pregnant with [Database error] (2013 April Fools comic reference).,9,False,0
2239,Canary in a Neutral Mind: a bird moves in behind Neutral's mask.,7,False,0
2245,"Red wakes up nestled between Sythe & Zen, who have their arms around him.",13,False,0
2264,Mike walks in on Evals chasing his tail,19,False,0
2270,Maddie striving to cheer up (but confusing) Hades from Greek Mythology (or in story equivalent),1,False,0
2269,"Keith accidentally puts on one of those slave control collars, Flora makes him do embarrassing things.",31,False,0
2268,Flora and Kathrin wearing black tights,8,False,0
2267,Show us General Keiser’s body : Cornelius showing off for Cathleen. (Sequel to Western Attire),6,False,0
2271,Natani teaches Kathrin how to be an assassin.,13,False,0
2265,group a and b as the losers club vs evil trace as pennywise from IT,3,False,0
2263,"Curious about their relationship, LT. Reed attempts to spy on Trace and Flora",9,False,0
2266,Reni's magic stuff collection room.,16,False,0
2261,"A Flora, Trace, and Kieth X-Men cross-over",1,False,0
2254,Wrinry flying for the first time after getting her wings back.,2,False,0
2255,"mike walks in on trace having (accidentally?) turned into his fem-tiger form, and helps him adjust.",12,False,0
2256,"Sealeen tries to use her potions to brew coffee for Landen, but it goes horribly wrong.",8,False,0
2258,Zen trying to flirt with Kathrin who is completely oblivious to it.,49,False,0
2259,"Zen says he was always the pretty one?  Prove it, pretty boy!",11,False,0
2242,Trace says yes to Flora's butt being big,17,False,0
2244,Dragon!Flora protecting Dragon!Trace from Nora's advances,6,False,0
2235,Baby shower: Adira & Adelaide tell Flora about the horrors of childbirth.,25,False,0
2246,Keith catches a break from hot tub shenanigans in tub for just guys... ...in a gay bath house.,4,False,0
2234,"A guard attempts to charm a female Basitin by ""accidentally"" flashing some ankle, so lewd!",3,False,0
2233,Nora babysitting hatchling Reni & being a terrible influence,6,False,0
2231,"Nora in a top hat & monocle, pinkie out, as she sips tea, looking down at Keith & saying ""I say."" ",2,False,0
2230,Roselyn posed as a WWII pinup model,17,False,0
2228,An alternate timeline where a younger Raine was raised by Rose,35,False,0
2227,Sythe as a reluctant squirrel mascot for Nibbly world.,5,False,0
2226,Natani wearing Krystal (from Starfox) battle suit.,21,False,0
2225,Kei turns into a wolf Keidran & is being arrested by his own men.,15,False,0
2224,Trace & Flora go for a romantic walk on the beach at sunset,7,False,0
2223,Keith calms down Trace who is panicking about being a father to his soon to be born child.,9,False,0
2222,Force-Ghost Euchre gives Raine some advice.,2,False,0
2229,Alaric & Eric discuss the fine arts of lewd modeling!,14,False,0
2247,Natani & Florence Ambrose (Freefall) get body swapped,2,False,0
2253,Tigress Trace playing on the beach.,1,False,0
2252,Wrinry's first time flying after getting her wings back.,3,False,0
2251,Albion Alabaster eating a tin can,4,False,0
2250,Reni's magic stuff collection room.,5,False,0
2249,"A young Keith trying out the ""black magic"" book Alaric found.",2,False,0
2248,Natani & Clovis dress shopping.,8,False,0
1976,Trace & Flora having a pleasant lakeside picnic,3,False,0
1978,What would a dragon Keidran look like?,31,False,0
1977,"A human guard tries to attract a female Basitin with a flash of his ankles, so lewd.",14,False,0
1715,Keiren & Young Flora playing,1,False,0
1713,Adrakist Eric,0,False,0
1711,Tigress Trace Trying to shave off her winter coat.,6,False,0
1710,Laura and Natani both choose FemKeith over Keith.,6,False,0
1709,More Lady Nora humanoid form,4,False,0
1708,Keith training Basitin Trace.,0,False,0
1707,"Fem Keith, Fem Mike, and Fem Red are all smirking and looking at Trace.",25,False,0
1706,Reni spotting Kei under the magic mistletoe during Traces New Year Mansion Party.,17,False,0
1705,Zen replaces Eric in Rowboat Romance,3,False,0
1704,Dakimakura of Adira,13,False,0
1734,"Human Natani making human Keith help her with her bindings (as one of his “boyfriend responsibilities"")",24,False,0
1733,Same-name cop crossover. Alice from Caribbean Blue and Lt. Alice Reed!,3,False,0
1732,"Kathrin dressed up in lucina's ""fire emblem awakening"" outfit and yells the quote ""I challenge my fate!"")",4,False,0
1730,Young Laura and Young Rose discussing their future selves,6,False,0
1729,Trace feels the baby kicking,9,False,0
1728,Clovis struts around in public after Nora makes him believe the femininity curse has worn off.,16,False,0
1727,Keith reverts to the anthropomorphized animal he's based on.,7,False,0
1719,Iris and her friend quiz Therie about what she has learned about the humans (Daniels).,25,False,0
1725,Demi human Flora,2,False,0
1724,Nibbly rocking out to some metal. \m/,17,False,0
1714,Natani gives Kat paws massage in return for the massage Kat gave Natani (a while ago),8,False,0
1716,World building sketch: A fox keidran takes their young cub out fishing at sea.,38,False,0
1722,A romantic candlelit double date dinner with Zen x Raine and Sythe x Maren,5,False,0
1717,Group B find themselves changed by a prank pixie!,6,False,0
1677,"Sythe trades his ""stupid"" ponytail for a mullet",3,False,0
1676,First victim of the Legacy Estate's defenses.,7,False,0
1675,Baby Raine being held by Euchre,23,False,0
1674,Keith and Tiger Trace pose for Eric while Flora and Natani watch in the aftermath of Pixie Panic,14,False,0
1681,Zen as Adam Jensen from Deus Ex,5,False,0
1700,"Red takes Raine(human) to a festival dance, to show her what she missed growing up",16,False,0
1701,Trace and Flora / Calvin and Hobbes crossover.,4,False,0
1699,Nibs steals Trace and Flora's bathing suits: Nib nab round 3,8,False,0
1703,"Karen and Maren, a not so normal day in the tavern. Because Lizardfolk Cleric happened/walks in.",4,False,0
1702,Lady Nora forced to flee from angry territorial mother tigress.,9,False,0
1698,Red challenges King Adelaide in the name of MEANINGLESS BATTLE!,7,False,0
1697,Iris and her friend quiz Therie about what she has learned about the humans (Daniels).,22,False,0
1696,A morning coffee double date with Raine x Zen and Keith x Natani,27,False,0
1695,Nibbly rocking out to some metal. \m/,37,False,0
1694,"Regular Mike meeting AU Fem Mike, to the confusion of both.",12,False,0
1693,Maddie/Maeve Bake Sale,4,False,0
1691,Flora Fort Part:2 Flora Conquers the Kitchen,13,False,0
1690,Flora and Friends play PlayerUnknown's Battlegrounds.,3,False,0
