,name,votes,winner,win_difference
1088,"Natflix (just a logo, or mascot or whatever)",6,False,0
2581,"Therie, Natani and Flora sharing tips with Kathrin spying on them.",6,False,0
11445,Good Evening (as opposed to good morning) of Vampire Kat,6,False,0
11412,"Adelaide riding on top of a Mad Max style car (in appropriate Mad Max clothing) screaming ""Witness me!""",6,False,0
1085,Alaric haunts Flora. Jokes about who's flatter ensue.,6,False,0
646,Young Rose Captured/Discovered while looking for Euchre during Chapter 16,6,False,0
10769,SwapKinds! Nora decides to have a little magical fun and encourage the group to try new things. Wolf Trace - Bastin Flora - Tiger Keith - Human Natani,6,False,0
6592,Good Morning Tigress Trace,6,False,0
5210,Roselyn takes a break and relaxes in the oasis room,6,False,0
5227,Sealeen finally falls out of the manor tree! Luckily she's caught by Lynn.,6,False,0
1079,"Madelyn, Landen, & Sealeen; Tea(coffee) party.",6,False,0
2659,Clovis finds mysterious chest bindings. They lead to the same area as Adelaide's.,6,False,0
2753,Raine/Rose AU: Cookie bake-off between Raine/Rose & Maeve/Adira or Madelyn/Adelaide,6,False,0
8844,"The first Basitan Thanksgiving: Long ago, a Basitan leader defeated the giant, feathered creature that terrorized Basitan Island. The entire island gathered for a celebratory feast",6,False,0
2752,Flora having trouble seeing Tiger Trace while they are out on a winter walk.,6,False,0
5445,"An older, grizzled Keith drinking away his sorrows at a tavern/bar crying about how he couldn't save Alaric or Laura, and now Natani",6,False,0
5469,"Sam asks Colin for help getting a book from a high shelf. Much to her surprise, Colin helps by lifting Sam up instead of getting the book down.",6,False,0
10639,Kat and Zen kiss in a shower,6,False,0
11693,Raine's magic goes wrong. Explosion ruins room and her clothes resulting bustier and curvier wolf Raine,6,False,0
8497,Nora is 'Freddy Krueger-ing' people into girls from inside their dreams.,6,False,0
11231,"Gender Swap AU: On the ship to the Basitin Isles, Keith learns Natani's secret",6,False,0
10642,Redraw the last panel of page 223 (demon dragon),6,False,0
1147,A human solider tries to romance a basitin but doesn't know there modest ways.,6,False,0
6595,"While the girls do the hula a male Western Basitin teaches the boys Keith, Natani and Zen how to do the Haka.",6,False,0
511,Trace and Flora as Adam and Eve in the Garden of Eden,6,False,0
2703,"TwoKinds Skyrim crossover! Alduin meets Nora, & they circle each other",6,False,0
10645,"Sealeen and Seraphina attempt to rouse Landen, who has run out of coffee.",6,False,0
5333,Keith and Laura dancing,6,False,0
1183,Shenanigans of A human solider trying to romance a bastian despite not knowing there modesty rules.,6,False,0
5338,Turkey Tiger prequel. Flora pouncing on our doomed bird victim with all the ferocity of a wild flora. ,6,False,0
10833,"(Gender-swap AU) On the ship to the islands, Keith learns Natani's secret",6,False,0
5380,Brutus forced Clovis to get fitted a dress at Kat's dress shop,6,False,0
1028,Keith & Natani at the gym introduce Kat to 'couple crunches' to get 6-pack abs,6,False,0
8666,"Clovis trick-or-treating naked, being puppeted by Mrs Nibbly who's on her head under a chef hat reenacting Ratatouille as her ""costume"".",6,False,0
5104,"Keith and Laura surfing at the beach. Laura is having lots of fun, while Keith has trouble staying on the board at all.",6,False,0
537,Natani wearing a Keith onsie would be adorable,6,False,0
5161,"The orphans Zen and Natani, sit lonely at a campfire at night.",6,False,0
540,Raine and her mother escape thanks to Euchre,6,False,0
11401,"From normal schoolgirl to heroine, Magical girl Maeve!",6,False,0
11677,Maeve going trick or treating dressed as a witch.,6,False,0
8664,Kat receiving headpats/rubs,6,False,0
6679,Flora dreaming. Mumbling and moving her paws.,6,False,0
8775,Mike & Evals on a double date with FemMike and FemEvals,6,False,0
5145,"Colin and Sam are subject to an unexpected species swap. Colin is flustered, while Sam starts playing with him.",6,False,0
5150,The explorers arrive at a Tiger village and receive a warm welcome from the locals. ,6,False,0
616,Keiren makes a surprise visit to Reni's lair and learns she projects embarrassing dreams in her sleep,6,False,0
10629,Amelia rewards Windstraw's hard work at the tavern with some vigorous petting,6,False,0
5419,"Keith and Natani getting ready for a date. Zen stands in the background smiling sadly, while Raine rests her hand on his shoulder reassuringly.",6,False,0
880,Trace and Flora show Keith some love. The basitin way. By touching his ears.,6,False,0
1092,Wrinry getting her wings back.,6,False,0
8595,Natani body pillow,6,False,0
673,Zen riding into the sunset on a horse with scythe tied up and slung over the back.,6,False,0
11997,"Flora yoinks the ""ban hammer"" from stream and is ready to unleash it on Nora as she makes another move on Trace.",6,False,0
992,Archmage Rose and Young Euchre in a friendly magic duel,6,False,0
6628,Pajama Party followup Kathrin wants to see how well the panties look on FemMike,6,False,0
6190,"As Maren pulls Raine in for a ‘closer’ look, Maren shows off a seductive smile and Raine with a shy one.""",6,False,0
5898,Dark Trace force to relive the memories of 2012 mistletoe incident,6,False,0
991,Kathrin tries on some of her handywork in front of a mirror.,6,False,0
8758,Past Trace and Current Trace competing at the Templar school of magic for Head Mistress Nora's attention.,6,False,0
11170,"Eric and Kathrin as children: After Kat breaks a vase while playing and Eric's mother angrily asks who did it, Eric takes the blame.",6,False,0
990,Lt Alice Reed having a night off at the Edinmire tavern.,6,False,0
921,Natani's bandages are taken off only to reveal she has completely lost her breasts,6,False,0
8439,The many ghosts of Keith: Keith's parents decide to visit for Halloween. Laura and Alaric had the same idea.,6,False,0
8625,"Mike kisses Evals who is reluctant at first, but then gets more into it (both male)",6,False,0
6006,Family Valentine: Trace and Flora show their unborn child some love,6,False,0
3012,Kat and Rose Clothing Swap,6,False,0
9581,Natani and Keith on a Valentine’s Day sparring date. ,6,False,0
6037,Redraw Originally plain cat keidran Flora,6,False,0
11285,The Female Wolf from the Notable Civilizations sketch invites the Human male out for a drink at the bar. The Tigress interrupts and insists she be a better choice.,6,False,0
805,Keith asks Natani exactly how many crystals they ask the table for.,6,False,0
714,Reni in an autumn forest during the Monarch butterfly migration,6,False,0
11040,Twokinds of the Caribbean: Flora as Captain Jack Sparrow and Kathrin as Barbossa duel with their sabers aboard a pirate ship.,6,False,0
751,Evil Trace force to relive the memories of Mistle Toe 2012,6,False,0
6171,"Natani and Keith in a noir detective film as the classic main characters, a grizzled detective and a mysterious femme fatale. Who is which can go either way :)",6,False,0
6168,Flora and Kathrin Lezzing Out Remake,6,False,0
8436,Transformation lapse of Raine ,6,False,0
736,Zen Body Pillow,6,False,0
934,Trace's in class at Templar academy.,6,False,0
2962,Spartan Raine: Raine (As a Human) gears up for battle in Halo Spartan Armour-with Red in Tow.,6,False,0
5912,"Woman yelling at cat meme, but with Laura's two older sisters yelling at Keith.",6,False,0
2966,"Trace, Flora, Natani, & Keith as D&D characters that fit their own descriptions & fighting styles.",6,False,0
10893,"Natani, Zen and Sythe as the wolves from the music video Magnum Bullets.",6,False,0
726,Lilith visits Zen as he recovers from his Keith-inflicted sword wound,6,False,0
7964,"Euchre as Merlin tells young Trace as Arthur, “If you think magic will solve all your problems, it won’t!” (Disney’s Sword in the Stone Reference)",6,False,0
8583,Kat helps Frankenstein's monsters to re-create the threads that hold her body parts together,6,False,0
404,The girls as the cast from Shantae: Half-Genie Hero!,6,False,0
8724,Lounge Singer Laura,6,False,0
10937,Modern AU: Flora and Ivy have a sister spa day by getting a pawdicure!,6,False,0
468,"Kat happily sewing a new, fancy apron",6,False,0
831,Young Keith proposes to Laura,6,False,0
5938,A high five between Mike and Kat takes a turn for the awkward when Mike misses Kat’s raised hand and lands a paw on her chest,6,False,0
11616,"Costume party at Riftwall Tavern West; featuring Amelia, Windstraw, Magpie, and Willow",6,False,0
933,Lilith visits Zen as he recovers from his Keith inflicted sword wound,6,False,0
5878,"Sequel to Fallout Mekkan sketch in which Flora, Trace, Deathclaw Nora, and Keith explore the Sierra Madre and find Hologram Laura",6,False,0
745,Tiger Trace character reference,6,False,0
12019,"Returning to the ship, Space Laura focuses intensely on some ship repair work with assistant Nibbly doing tool-fetch duty.",6,False,0
787,Team B playing beach volleyball.,6,False,0
9575,TwoKids: Young Trace and Kid Keith frolic outdoors with Kitten Flora and Puptani.,6,False,0
957,kathrin as a baby,6,False,0
12012,Kat’s actress on a late night talk show promoting the upcoming Twokinds book 5 release.,6,False,0
3104,Spartan Raine-Human Raine as Halo UNSC Spartan 4.,6,False,0
1578,Flora decorates the Christmas tree.,6,False,0
4965,"Adult Maeve tries to get Maddie to wear a bathing suit, and the Basitin freaks out about wearing almost nothing in public",6,False,0
670,Archmage Raine &  archmage keidransized Nibbly fighting together,6,False,0
8442,Young Eric holding kitten Kat as she sleeps. ,6,False,0
500,Couples dancing,6,False,0
753,Firefox Mike as a Fire bender.,6,False,0
3148,Snow wolf Zen and wolf Raine go arctic hunting!,6,False,0
668,Dragon Laura,6,False,0
6614,"Maren Sandiego steals a kiss from a surprised Agent Sythe after a close escape from a temple, hiding the fact that she stole the priceless Jade Squirrel",6,False,0
6075,"The human solider from ""Basitin Flirting "" attempts to learn how to properly flirt with a Basitin.",6,False,0
3141,"The assassin brothers, but instead, they have to share one body",6,False,0
2469,"Curious about their relationship, LT. Reed attempts to spy on Trace and Flora",6,False,0
4976,"Love Talk part 2. Kat asks Nora about her relationship with Trace: ""I heard you tried to seduce him. Are you in love with him?"" And Nora explains how actually she relates to him.",6,False,0
10941,Modern Maeve eating lunch at school on a bench with her friends Maddie and Karen.,6,False,0
948,"It will be Fall soon, so Reni and Maeve camping out in an Autumn forest. Leaf piles and Monarchs are fun.",6,False,0
6203,"Trace, Flora, and Kathrin meeting Fluff Kevlar's Ara",6,False,0
4958,Mike visits Kat's psychiatry booth (Peanuts spoof),6,False,0
8408,Flora decides to test Stoney to see if he'll be a good companion for her upcoming baby when it's born. She likes him! Good boy!,6,False,0
916,Euchre trying to teach young Flora to fish but she accidentally knocks him in the water. ,6,False,0
6195,Keith and Laura fiery tango dance.,6,False,0
10387,Swap AU - Tracy's Evil Smoke Hallucination having a complete freak-out about the pregnancy.,5,False,0
6521,Good morning Mike (male) - Spring festival time (Easter) in the bunny village.,5,False,0
10323,Samurai Adelaide,5,False,0
631,Flora as a Zora from Legend of Zelda BoW,5,False,0
715,Red-Haired Guy turned into a Human-Keidran hybrid like Raine (with her possibly  in her Human-Keidran hybrid form as well).,5,False,0
4517,"With some down time at the Estate, Natani challenges Keith to some board games only to find out Keith is better at all of them.",5,False,0
8327,Good Morning Madelyn ,5,False,0
4155,Pirate captain Raine makes Clovis walk the plank.,5,False,0
10234,"Mary Silverlock, as a young adult in her prime, turns into a snow wolf Keidran in her private quarters, to test out the spell out of morbid curiosity.",5,False,0
7895,Kat on a TV Cooking Segment as Trace already burned his food,5,False,0
972,"Keith getting invited to Natani's ""Gun Show""",5,False,0
8878,Human Flora & Kat wearing their keidran onesies,5,False,0
1339,Kat in Slave Leia costume,5,False,0
7848,Transformation lapse of Raine,5,False,0
2146,"Happy family moments starring young Raine, Euchre & Mary.",5,False,0
4330,Trace throws out 5 closets full of his old Templar clothes in favor of his one black shirt. Kat is in the background overjoyed at the new material,5,False,0
743,Follow up to Maeve and Maddie pillow fight - eating popcorn and watching a movie (+Maddie has an ice pack on her head),5,False,0
2052,"Raine gets to learn to ride a horse, courtesy of Sythe",5,False,0
937,Big explosion in the background and team A badassly walk away from the explosion (big sunglasses optional),5,False,0
1008,Flora dreams she goes to school in underwear. Joke is she's a Kedrian so it isn't embarrassing.,5,False,0
2119,Tracksuits the second. Squatting Taverndatter sisters/gopnitsas.,5,False,0
4523,"The bunnies dress Mike up as the central figure in their spring, treats giving, celebration (Easter Bunny).",5,False,0
1484,"Snowball fight! After Sealeen beans him, Landen strikes back.",5,False,0
4380,Sythe as a half-human and half-keidran,5,False,0
4215,"Keidran Nibbly gets a tummy ache, Sythe comforts her with a belly rub.",5,False,0
8654,"Zen and Human Raine all wrapped up in a blanket.  Sitting on a couch on a stormy Halloween night, with a bowl of popcorn watching horror movies.  One of them being a little more scared then the other.",5,False,0
4281,"Keidran Nibbly gets a tummy ache, Sythe comforts her with a belly rub.",5,False,0
2647,Raine as Sakura from street fighter five,5,False,0
4282,Reni slips love potion in Keiren’s drink but first sees Daniels and falls in love with him.,5,False,0
4284,"World War II pin-up Raine as sexy Army Nurse she asks ""Where does it hurt?""  (Both human and wolf please)",5,False,0
1148,Natani turning into a Werewolf!,5,False,0
10085,"gender-swap universe, Natani guarding female Keith in heat on the ship ",5,False,0
917,Flora becomes frustrated  when even Tigress Trace have bigger breast than her.,5,False,0
7006,Brutus introduces the Boss to his new best friend; a perfectly normal chipmunk named Mr. Nubbly. Clovis is unimpressed.,5,False,0
4186,"Nora teaching Reni on how to win over a human heart. Red blurts out Nora never won over Trace, embarrassing Nora.",5,False,0
955,Wrinry getting her wings back.,5,False,0
232,Tech Kitty Feat. Kat!,5,False,0
4556,Alternate Reality: Grand Templar Trace leads a massive assault against King Adelaide,5,False,0
4526,"Keith dressed as a Commissar from Warhammer 40k, wearing trench coat, chainsaw sword, and Bolt Pistol. He yelling to charge in the name of the Emperor!",5,False,0
2107,"Flora tries to get out of the cardboard box, but is stuck & must have help getting free.",5,False,0
2625,Natani & Keith in Skyrim-styled armour,5,False,0
775,Alternate Gender-swapped Universe: FemMike and FemEvals first encounter 'bastian black magic' turning Mike into a guy,5,False,0
8295,Keith and Natani stargazing on a hill,5,False,0
6268,Angel Flora fighting an out of control Demon Tiger Trace to bring him back to his senses,5,False,0
638,Lilith visits Zen as he recovers from his Keith inflicted sword wound,5,False,0
224,King Madness and the Great Grape Crisis,5,False,0
8390,Remus and Romulus as the Mario Brothers ,5,False,0
10312,Drunk Kat and Nat talking about boys ,5,False,0
2657,Kangaroo Keidran boxing,5,False,0
8800,"Nora gets a taste of her own medicine when a curse backfires, forcing herself to act like a dog for the day. Trace, finding this hilarious, rubs her belly and wonders aloud what tricks she can do. ""Don't you dare!""",5,False,0
8248,Laura possesses Keith. Natani notices Keith is acting very... unbasitin-like.,5,False,0
8891,"Clumsy Ghost 2: Laura falls into Keith's body and, now in control, can't help playing around a little, making Keith flustered.",5,False,0
10374,"In combat, Natani tries using the Heart's Desire spell on Clovis, only to reveal the one who Clovis desires most is Brutus.",5,False,0
706,Trace Losses his memories again and is very confused,5,False,0
1039,Eric convinces Iris and her friend to pose for a painting. (The tigresses from page 900),5,False,0
6991,"Blushing/happy human Reni casually posing, wearing the same outfit she did in ""Reni's New Swimsuit"". Perhaps with a city street backdrop.",5,False,0
10108,Flora decides to test Stoney to see if he'll make a good companion for her upcoming baby once it's born. She likes him! Good boy!,5,False,0
1021,Alaric and Keith have a final lightsaber duel!,5,False,0
8359,"As part of a friendly cultural exchange, Maddie and Adelaide show the Western Basitins a bit of the Eastern wild side, wowing them with a traditional sword dance",5,False,0
8362,Very Vixen Clovis,5,False,0
4179,"Adrakist Nibbly, still squirrel-sized, sitting on Scythe's shoulder and spitting flames for her amusement and Scythe's surprise.",5,False,0
10390,"Modern TK, Red trying (and failing) to ask Raine out, while burning himself with hot coffee ",5,False,0
336,Zen as Boba Fett,5,False,0
1001,"Lady Nora teasing Flora over whose Trace is, while Nora has shifted to be half dragon, half tigress and all cougar town.",5,False,0
2630,Trace & Flora going on a double date w/ Rhea & Buwaro from the webcomic Slightly Damned,5,False,0
4170,Keith's goatbeard goes too far.,5,False,0
1030,"""Icecream Social"" Flora and Keith eating ice cream.",5,False,0
1074,Reni uses dragon magic to turn Maeve human to visit an evening harvest festival. Maeve dressed as an Acolyte of Reni,5,False,0
8979,Zen peaks in at Natani and is embarrassed to find Natani and Keith kissing,5,False,0
6986,"Kathrin glares down at the viewer with a confident, slightly scary and somewhat smug look.",5,False,0
1993,Natani: *tells a joke* Keith: that’s NAT funny Natani: *looks at Keith disappointedly*,5,False,0
1370,Reni's magic bags' max capacity vs. Link's magic bag. Battle of the always prepared pack rats!!,5,False,0
2655,Half-kind: Tom's Pre-Twokinds comic Main Character Returns!,5,False,0
785,King Adelaide's Piano Performance,5,False,0
4409,Karen introduces Maddie to Magpie. Maddie is critical at the sight of such an unorthodox Basitin.,5,False,0
6755,Young Mike helping Evals get used to the slave collar. ,5,False,0
8349,A pumpkin carving contest,5,False,0
4665,"A tigress noble joins two male human cartographers map out the Tiger territory, similar to Lewis and Clark with Sacajawea. Possible journal entry of the human explorers.",5,False,0
4660,Raine with a sword in one hand and a Spell in another in a sexy barbarian outfit (wolf form),5,False,0
2138,"Curious about their relationship, LT. Reed attempts to spy on Trace & Flora.",5,False,0
2087,Flora listening to King Adelaide & Adira talk of the horrors of child birth.,5,False,0
4656,Snow Leopard,5,False,0
4639,"Raine is on a dating game show with Red, Sythe, and Maren as the potential matches.",5,False,0
2093,"Trace & Flora meeting Kieri & Buwaro from Slightly Damned, going on a double date.",5,False,0
4679,Flora walks across a big wool rug in the manor and helps Trace experience the power of a love tap,5,False,0
2155,"Sealeen tries to use her potions to brew coffee for Landen, but it goes horribly wrong.",5,False,0
8405,"Brutus somehow runs into Fem Brutus! ""Whoa! I didn't know I had a Brother/Sister!"" They of course get along swimmingly. ",5,False,0
536,"Original tuxedo cat Flora meets tiger Flora, who is upset that her chest size wasn't redesigned as well.",5,False,0
979,Flora becomes frustrated of Tigress Trace's bigger breast size ,5,False,0
4002,Keith naked with a gift box on his crotch beckoning Natani to come unwrap her present,5,False,0
4597,"Raine and Red as Dianna (or Kessah, short haired Raine?) and Adrien from Hunters of Salamanstra.",5,False,0
813,Eric gets to draw Merie the mermaid,5,False,0
10483,Ice mage Wolf Raine and lightning mage Maren,5,False,0
481,"""Team A group hug"" Trace, Flora, Keith, and Natani show each other some love after CH 18's events.",5,False,0
9873,"Choosing the ""flirt"" option when you meet Sahari, the sphinx in the maze ",5,False,0
8914,Sequel to Humans Nora and Reni: Nora checks out the transformation work on Reni's backside and approves.,5,False,0
10415,The first time Trace and Flora meet but Flora is a wolf instead of a tiger,5,False,0
8768,"Sequel to Mindreading Raine. Still in Nora’s dreamscape, Raine finds Nora’s secret fantasies of finally seducing Trace.",5,False,0
3966,Keith begrudgingly accepts that he’s the little spoon,5,False,0
487,Human Flora and Keidran Trace doing cute couples stuff?? Or some type of role swap between them?,5,False,0
271,Alaric and Keith sparring together ,5,False,0
8931,Roselyn using teleportation magic scares Trace.,5,False,0
871,"Older Madelyn and Keith enjoying a romantic dinner together in front of a fireplace. At their heels, a sleeping toddler basitin.",5,False,0
8772,Literally Vixen Laura,5,False,0
4024,Dragon Nora posing for Eric's portrait.,5,False,0
10450,Modern AU: Flora and Ivy have a sister spa day by getting a pawdicure!,5,False,0
10444,Just desserts - Remus and Romulus suffer the same punishment as Clovis did at the end of Dragon Masquerade.,5,False,0
8902,Modern AU: Maeve helps Adira in the Squirrelmart.,5,False,0
4094,"Eric ""studies"" Chimera to see what kind of Kiedran she actually is, and he also adds a new painting to his collection",5,False,0
1090,"Alternate ending: Older Maeve remembering her mother, who sacrificed herself to save her life during the wolf invasion.",5,False,0
9926,TwoKids: Young Trace and Kid Keith frolic with Kitten Flora and Puptani.,5,False,0
288,Wrinry getting her wings back,5,False,0
4091,"Flora and Trace cosplaying as Star Wars: KOTOR characters, Trace as Revan and Flora as Bastilla Shan",5,False,0
282,Wrinry getting her wings back.,5,False,0
10574,"Reni, in her anthro form, tries to explain to Nora that proportions affect balance. Nora responds by bwoming Reni, saying it's much more fun that way.",5,False,0
576,"Fl'oreal, Like L'oreal the hair product but with Flora instead",5,False,0
302,Maeve riding piggy-back with Adira,5,False,0
4078,"Twokinds Sims - with Trace, Flora, Keith and Natani as sims and Tom as the player, making them do things they hate (like cleaning, cooking or making out with a wrong person)",5,False,0
4077,Trace's huge unnatural harem... but it was just a dream.,5,False,0
8413,Willow visits her “Mother” deep in the forest. ,5,False,0
10486,"Clovis as Roman emperor Augustus, on his throne. With his guard legioners, romulus and remus on each side.",5,False,0
4279,Karen introduces Maddie to Magpie. Maddie is critical at the sight of such an unorthodox Basitin.,5,False,0
436,Flora builds a pillow fort/cave curled up in it staring at trace with Demonic eyes scaring Trace that he is Feral.,5,False,0
10216,"Beauty and the Beast - Trace as a white tiger and Flora as a human, in formal wear and dancing ",5,False,0
4021,"Sythe & Nibbs fix a sink but the instructions were unclear, Nibbs got stuck in the drain pipe",5,False,0
4015,"Nora plays Cupid again, and hits Flora!",5,False,0
9963,Flora decides to test Stoney to see if he'll be a good companion for her upcoming baby once it's born. She likes him! Good boy!,5,False,0
8444,Human Raine discovers Zen's true weakness. The boy is both powerless and adorable when being giving the all mighty ear rubs.,5,False,0
414,Trace leaves a bar with Alaric and Tigress instead of Flora and Keith,5,False,0
9933,Willow body pillow,5,False,0
9935,"Good morning, Princess Reni. (Dragon form)",5,False,0
7914,"Bodyswapped Keith and Natani sparring. Keith still wins, and now Natani knows what it's like to be pinned by their own body",5,False,0
8197,"Flora & Trace saw the portrait of Rose, and wants one of them (portrait of Flora or Trace, or together)",5,False,0
410,Euchre's Flawless Transformation,5,False,0
10476,Modern AU: Flora and Ivy have a sister spa day by getting a pawdicure!,5,False,0
6574,Raine in a maid outfit (wolf),5,False,0
889,The main group with parts switched around (example Trace with Flora's tail or Flora with Nanani's chest),5,False,0
7916,Natani and Keith get into cutesy cuddling ,5,False,0
4000,Maddie and Maeve get crafty (and messy) making Valentine’s Day cards. Nibbly inspects the stack of glitter shakers,5,False,0
400,Kieth teaches Natani how to sword fight,5,False,0
8443,"Sequel to ""Island Style Reni"" with Reni hula-dancing, flanked by VixenMike and FemBrutus. Nora 'helps' Reni impress Kei by stealing Reni's grass skirt (also Mike's and Brutus'), leaving Reni bottomless, embarrassed and blushing.",5,False,0
3938,"Natani's Magical Chest Wraps store, customers include Fem-Clovis and Shiro from Rascals",5,False,0
3981,giant robo Keith and Godzilla Natani have an epic monster battle,5,False,0
387,Keith as a Titan and Natani as a Hunter from Destiny,5,False,0
3982,"Keith and Natani finally have sax, start a jazz band",5,False,0
894,"Natani(Titan), Flora(Hunter), and Trace(Warlock) in the world of destiny",5,False,0
8206,Fire and ice. A magic duel between Clovis and Natani with fireballs and ice bolts.,5,False,0
9990,"Basitin evolution: Basitin variants inspired by Jolteon, Flareon and Vaporeon.  ",5,False,0
9997,Good morning stilt-wolf,5,False,0
926,Kat angrily knitting baby clothes for Flora and Trace,5,False,0
489,Group A relaxing at the beach,5,False,0
280,"Flora in the virgin killer sweater, saying: “…my butt’s cold…”",5,False,0
9902,Mafia Nat and Zen are ordered to perform a hit on Keith (Member of Flora and Trace's gang) but things don't go as planned,5,False,0
599,Musclebound Lynn: A Pre-SeaLynn Date Encounter,5,False,0
577,Kindred from League of Legends,5,False,0
10173,Continuation from the X-Com snake lady and her soldier <3,5,False,0
10541,Kat can't take any money out of an ATM because she is overdrawn.,5,False,0
4060,Vixen Nora,5,False,0
10175,VV Mike embraces her new form and joins everyone skinny-dipping at the oasis,5,False,0
471,Nibbly (keidranized) sleeping with a Scythe plushie,5,False,0
8924,Anthro Reni Daki,5,False,0
10189,Modern AU: Cyberpunk Raine is helping Gaming Nora to find RHGUY69,5,False,0
1440,Trace meets His Tiger and his Dragon version of himself.,5,False,0
789,Dragon Laura,5,False,0
550,Crack Shipping: Keith x Kathrin,5,False,0
1176,Adira turns the tavern into a maid café,5,False,0
10278,Saria lounging on a bed of Rose,5,False,0
8278,"Euchre as Merlin telling young Trace as Arthur, “If you think magic will solve all your problems, it won’t!” (Disney’s Sword in the Stone Reference)",5,False,0
1333,Clovis likes knitting but doesn't want anybody to know about it,5,False,0
4579,"The Basitin trio walks in on Trace giving Flora a foot massage. They're reactions are embarrassed, scandalized, and intrigued. ",5,False,0
4578,Noodle Dragon Maddie,5,False,0
4571,A Tigress Noble helps guide two male human cartographers thought a expedition into Tiger territory to map out the region. Like Lewis and Clark with Sacajawea!,5,False,0
10032,Zen and Kat on a lunch date when a crow swoops in and steals a sandwich. Crow looks suspiciously un-crow like.,5,False,0
523,Mike and Evals at the bar,5,False,0
825,Some magic trick went wrong... (again!!) Kat and Keith swap bodies!,5,False,0
8731,"While waiting for Keith to return from banishment, how did Laura spend her time after migrating to the Basidian Islands?",5,False,0
1305,Saria playhouse with little Flora.,5,False,0
1189,Costume Contest: Raine Solo and ZenBacca,5,False,0
1464,"Flora Fort Part2: Flora conquers the Kitchen. Making Rose question Trace, and Reni notice Flora eyeing her.",5,False,0
4269,"Trace and flora riding through the mountains on a motorcycle on a beautiful spring day, it would be an amazing wallpaper.",5,False,0
515,"Raine and Zen Warped in a blanket, watching the stars together.",5,False,0
10511,AU Tigress Trace playing on a beaches water,5,False,0
6550,Keith and Natani stargazing on a quiet hill,5,False,0
7907,Saleen takes Lynn to the beach,5,False,0
8928,Kat with her kittens,5,False,0
10147,Grand Templar Trace stands victorious after a fierce battle with a Keidran army,5,False,0
598,Maddie as Ed from Cowboy Bebop,5,False,0
8856,Alright Gentleman. We all want *Very Vixen Mike against the Glass* don´t you agree?,5,False,0
1118,Basitin Trace trained by Keith.,5,False,0
10591,"Natani, Zen and Keith as the Spanish Inquisition from Monty Python. Nobody expects the Spanish Inquisition!",5,False,0
10162,Natani dressed as Tohno Akiha & Youngtani Dressed as Ciel from Tsukihime ,5,False,0
10165,Genderbend AU: F!Keith finds out the secret of Natani’s gender!,5,False,0
4107,"zen receives a valentines card, kat has to read it to him, it turns out to be very lewd, awkwardness ensues",5,False,0
8738,Very happy Seraphina in dragon form (wags her tail very quickly),5,False,0
4100,Nora plays cupid a again and hits flora in the butt!,5,False,0
6562,Anthro nibbs selling acorns form a long coat,5,False,0
8259,Very fixen Clovis,5,False,0
4042,Alaric in a classic female pin-up position.,5,False,0
4300,Trace and Flora enact the balcony scene from Romeo and Juliet,5,False,0
1101,"Halloween theme: Eric “The Collector” and Kathrin “The Mad Seamstress”. Eric, a patchwork of keidran body parts and Kathrin an insane yet whimsical seamstress",5,False,0
10138,Willow Reference Sheet,5,False,0
1106,Rose prancing through a field of roses,5,False,0
845,Lilith visits Zen as he recovers from his Keith inflicted sword wound,5,False,0
4036,Maren discovers magic and is drunk with power,5,False,0
4035,"Body swap - Flora in Trace's body playing with the baby, to Trace's discomfort in Flora's body",5,False,0
4296,Eris is just about to create Frankenstein's monster as evil trace comes over and is stared at by the monster awakened to life,5,False,0
1317,"Keith examining Zen's burn, unimpressed. ""Meh, I've done worse.""",5,False,0
10551,"Super Saiyan Adelaide, plus a small panel with Musclehead General and Alaric commenting on her power level.",5,False,0
1110,Adira turns the tavern into a maid cafe and has some cast to help run it.,5,False,0
10209,"Clumsy Ghost 2: Laura, stuck in Natani's body, goes to get help. Natani panics as Laura walks them out the door naked.",5,False,0
4068,landscape sketch of Wander riding Agro through the Forbidden Lands from Shadow of the Colossus,5,False,0
6090,Doggy Dragon. Nora gets a taste of her own medicine when a mirror bounces a prank back and becomes possessed by a dog.,5,False,0
3361,The Adrakist Seraphina and Dragon Girl Wrinry meet/argue who is more of a dragon.,5,False,0
8809,Young Roselyn Dakimakura,5,False,0
4970,"In a tavern, Clovis is too drunk to care about repressing his feminine side and Brutus is too drunk to figure out why this vixin seems so familiar.",5,False,0
1846,"The Female Heroine From ""The Halfkind"" Returns!",5,False,0
2505,"Kat day dreaming about who she likes more, Zen and Natani",5,False,0
3564,Hiccup Zen and Toothless Nora (How to Train Your Dragon),5,False,0
2508,"Kat tries to seduce Keith again and gets another chomped on the ear, this time from Keith.",5,False,0
8610,"""Lupus Dei!"" Nat and Zen on guitar, Sythe on the mic, Raine on organ, and Brutus on drums, dressed up in the style of Powerwolf, and ready to rock!",5,False,0
1852,Duel between “Pegleg” Zen & diplomat Sythe.,5,False,0
3574,Trace & Flora Vegas-syle Magic Show,5,False,0
2493,Zen playing Go-Fish with Youngtani and Natani,5,False,0
5720,"After losing a bet to Maddie and Karen, Red and Raine are giving free sled ride as a sled wolf team.",5,False,0
8187,"Natani as Tifa (blue dress), Laura as Aerith (red dress) and Keith as Cloud (fancy dress) from Don Corneo’s bride scene from Final Fantasy VII Remake.",5,False,0
