,name,votes,winner,win_difference
11095,The biological differences of Mekkan's species.,7,False,0
11096,"Modern AU: Willow, Kathrin and Laura went on a KISS concert. As real fans, they naturally wear similar makeup and outfits as the band members.",3,False,0
11097,Eric Reference Sheet,9,False,0
11098,Eric meets a lizard keidran and MUST paint them,4,False,0
11124,"Reni, in her anthro form, tries to explain to Nora that proportions affect balance. Nora responds by bwoming Reni, saying it's much more fun that way.",3,False,0
11125,"Mage Kat hits on Waitress VV Mike in Adira's tavern, classic fantasy RPG vibes.",1,False,0
11126,POV Laura holding leash attached to Keith well looking down at him,12,False,0
11149,Modern street artist Raine (human form) stands back and admires the mural she painted of her mother.,3,False,0
11151,Kat giving Zen a ‘thank you’ kiss after saving her life from her wolf captor. ,1,False,0
11152,Girls beach volleyball Maren and (wolf) Raine vs Karen and human Reni,2,False,0
11153,"Remake currently non-existent page-filler 2005-11-18: Old Trace looks at settlement with templar tower while Flora, Keith, and others wait for him to continue telling Twokinds",2,False,0
11154,"Dark Trace is attacking a keidran village, the ghost of Saria is standing behind him, begging him to stop.",10,False,0
11155,Tiger Trace body pillow,1,False,0
11156,DJ Dragon is told off by Management for transforming a troublesome guest.,3,False,0
11157,Rivet drawn in Tom's style. ,1,False,0
11158,Tomboy Alternation 2: Maeve grew up to be a bit of a delinquent and is now getting Madelyn to draw graffiti in the city (but Maddie was never told what they're doing is illegal!) ,1,False,0
11159,lion saria daki,1,False,0
11160,"Wolf Maren is giving Sythe loving nuzzles, she swears it’s purely instinct and nothing else.",4,False,0
11161,Redraw of Sahra-Ki (The Scarred One) (AU Older Flora),1,False,0
11162,ProtoFlora meets Flora,5,False,0
11163,FluffKevlar's Tala and Young Rose discuss their people's differences after Tala comes stumbling out of the forest,1,False,0
11164,"Natani leans over a moonlit balcony and Howls at the moon while her traitorous tail lifts her robe up, giving Keith a full view of her ""moon""",22,False,0
11165,Trace accidentally turns himself into a Blue Macaw parrot. Flora can't help herself and chases him.,6,False,0
11166,"Karen finds a deck of many things, despite all warnings she draws a card? What effects does she inflict? ",6,False,0
11167,Maren brushes long Haired Kat's hair and puts accessories on her hair.,2,False,0
11168,"Keith kicks Natani off of him and they tumble around a bit before Natani says ""pinned ya again""",0,False,0
11169,Lugosi cradling Haru while she holds his face.,2,False,0
11150,Maddie stuck in a revolving door as Maeve (I can't remember how to spell her name) watches in amusement.,0,False,0
11148,"The Dating Game: Half Form Raine is a contestant on The Dating Game and she has to go on a date with one of the three bachelors, Red, Zen, and Clovis",27,True,0
11127,Ghost Laura stuck in Natani's body goes to get help. Natani panics as his body gets up on its own and starts casually walking out the door naked.,2,False,0
11147,Maddie & friends with glowing in the dark tribal body paint at the Basitin Season Festival!,1,False,0
11128,hairball gag remake,2,False,0
11129,Lion Saria body pillow,0,False,0
11130,"Very Vixen, Very Foxy Mike",5,False,0
11131,Raine as Freya Crescent (Final Fantasy 9),4,False,0
11132,Modern AU: Moto brothers. Natani and Zen on motorcycles.,1,False,0
11133,"Raine (Half-kind form) and Red are in a snowy garden, building a snow-leopard sculpture together!",2,False,0
11134,Amelia rewards Windstraw's hard work at the tavern with some vigorous petting,13,False,0
11135,Trace looks in the mirror and sees his evil reflection pushing him to hurt Flora,1,False,0
11136,"Fennec fox Mike and Great Dane Evals lifting a barrel ""together""",0,False,0
11137,Alaric survives AU,6,False,0
11138,"Adventures of the Potato Sack, pt 1: After sinking into the ship, the potatoes washes ashore on a distant island.",5,False,0
11139,Flora riding on a Rathalos from monster hunter. Trace being carried in its claws.,3,False,0
11140,"Wolf Maren is giving sythe affectionate nuzzles, she tells him that it’s purely instinct and nothing else",22,False,0
11141,Good morning Zen,14,False,0
11142,"""Pinned Ya"" part 2. This time we see out of the eyes of our wolf victor Natani! Under her raw power is a blushing Keith with a smile on his face. ",2,False,0
11143,"Natani, Zen and Sythe as the three wolves from the music video ""Magnum Bullets.""",1,False,0
11144,"Having removed her bikini, a smug Flora asks a blushing trace to put fur lotion on her, all as a salty Nora watches in jealousy . Follow up to ""Bathing Suit Nora""",9,False,0
11145,"Karen finds a deck of many things, what happens when she draws a card despite all warnings not to. (TOM ONLY: The result is it turns Detritus into a 1930s cartoon version of itself)",4,False,0
11146,Flora introduces Trace to her family. Trace is nervous about making the wrong impression.,1,False,0
11079,"History inspired Roman portrait og Clovis as a roman emperor, sitting smug on his throne, with imperial guards Romulus and Remus on either side.",4,False,0
11077,Rivet from Ratchet and Clank drawn in Toms style.,1,False,0
11363,"Laura, Kat, and Willow on a hike, but they realize they're lost near sunset, with Willow as the navigator. Perhaps she forgot the map and tried to wing it by ""instinct"" or didn't even think to use it. ",0,False,0
11017,"Keith and Natani sparring, but it gets a little “heated”",9,False,0
11008,"From normal schoolgirl to heroine, Magical girl Maeve! ",12,False,0
11009,"A confused Sir Keiren has come to save the ""princess"" from Reni.",2,False,0
11010,"Half Wolf Raine is a contestant on The Dating Game, and the three bachelors to choose from are Red, Zen, and Clovis",3,False,0
11011,Saria reveals a seductive portrait of Rose to her household,0,False,0
11012,"Mage Kat hits on Waitress VV Mike in Adira's tavern, classic fantasy RPG vibes.",7,False,0
11013,"Flora looking ""radiant in the morning"" standing in a sunlit bedroom, hair a total mess! jammies hanging off her, Yawning, and scratching her bare butt",4,False,0
11014,"The Female Northern Basitin brings back her catches, and the injured wolf back to her place with the Other northern Basitins jokingly say ""Can't wait to have wolf tonight!"" The Wolf looking vary worried.",2,False,0
11015,Far future - Templar's and Keidran's space flotillas head together into battle against invaders from another world.,1,False,0
11016,Girls beach volleyball Maren and (wolf) Raine vs Karen and Reni,2,False,0
11018,Kat confused about Eric saying he likes the smell of rain. So she is chatting up wolf Raine about what shampoo she uses.,11,False,0
11076,"Natani leans over an outside balcony and howls at the moon, while her traitorous tail lifts her robe up, giving Keith a view of her ""moon""",16,False,0
11019,Keith being raised by western Basitins,2,False,0
11020,Skater Kat doing a slide down a stair ramp while Laura watches and applaud and Willow film to get more... or less followers,3,False,0
11021,Chimera girl submitting a formal request to join Mike's harem,6,False,0
11022,Adira and Adelaide relax to some 4th of July fireworks as Maddie and Maeve wildly run around with sparklers.,17,False,0
11023,Clovis becomes a demon queen. ,3,False,0
11024,Carver is living the good life on the West Basitin Islands. Sipping fruity drinks and having his paw pads massaged by some island cuties.,1,False,0
11025,Good morning Zen,13,False,0
11026,"Sequel to Wolf Mary: Mary gets caught by another Templar in her Keidran transformation. Not being recognized, Mary's kicked out before she can explain, left without clothes and unable to change back.",4,False,0
11027,"Dating Sim AU: A busty new vixen shows up, looking suspiciously like VV Mike.",3,False,0
11007,"Sealeen and Seraphina attempt to rouse Landen, who has run out of coffee.",1,False,0
11006,Good morning Trace,0,False,0
11005,Fertility wish continued: Flora eagerly explains things Kat should expect during her pregnancy while Trace warns Zen of things to avoid doing or saying in the next few months.,11,False,0
11003,Super power mayhem. Flora abusing her powers.,0,False,0
10984,Trace meets Kaylia and mistakes this alternate reality proto-Flora for the real Flora somehow. Kaylia is confused and Flora is mad.,1,False,0
10985,"Gender swap AU: While traveling on the ship to the Basitin Isles, Keith learns Natani's secret",7,False,0
10986,Modern AU. Moto brothers. Natani and Zen on motorcycles.,2,False,0
10987,Kay seeing Proto-Flora and thinking that she is a complete stranger.,1,False,0
10988,"White Basitin ,white wolf and even Laura’s white fox sister all watch the fireworks In the moonlight ",2,False,0
10989,Kat forcing Mike to model her Lingerie ,0,False,0
10990,WWII Anthro Nora Pin up,0,False,0
10991,Kat and Zen kiss in a shower.,6,False,0
10992,"Rose teaching a course on proper female wolf etiquette. With Raine only interested from an etymological stand point, wolf Maren embarrassed, and Natani wondering why the hell HE's there. ",23,False,0
10993,Alaric survives the fall AU,2,False,0
10994,Raine (wolf form) on the beach getting frustrated with a bikini that somehow keeps falling off. A mischievous Cat Keidran Nora in the background is responsible. ,8,False,0
10995,Dark AU Emperor Sythe and his High Generals Zen and Natani rally their wolf armies to conquer the world,2,False,0
10996,AU Twokinds: Natani and Zen try to assassinate Evil Trace,9,False,0
10997,Young Zen Teaching Young Natani how to throw knives (and Natani learning badly),1,False,0
10998,"Reni, in her anthro form, tries to explain to Nora that proportions affect balance. Nora responds by bwoming Reni, saying it's much more fun that way.",2,False,0
10999,Roberto Ref. Sheet!,7,False,0
11000,"back in page 825, but Sythe wakes up naturally, only to find Raine tied up where Zen used to be.",0,False,0
11001,Flora and Proto-Flora enjoying a picnic on a sunny day in the Legacy Estate gardens. ,0,False,0
11002,Slipper Thief Part 2: Mary finds herself playing tug-of-war with puppy Raine for her slipper.,5,False,0
11028,"In Kathrin's boutique, two customers needed new clothes at once: ExtraFoxyLaura and FoxyFoxLaura",9,False,0
11029,Eric visits the shipyard to check progress on the new ship he commissioned after losing the Na'Rella.,1,False,0
11030,King Adelaide as Lady Dimitrescu,1,False,0
11054,"Sythe is teasing Female (cursed) Red. Red puts on a convincing show of not-liking-it-at-all. Maren and Nibbly are jealous, and work together and steal Sythe back.",1,False,0
11056,Roberto Reference Sheet!,6,False,0
11057,Modern Red and Raine go on a date at a drive-in movie theater,1,False,0
11058,FluffKevlar's Tala and Young Rose discuss their people's differences after Tala comes stumbling out of the forest,3,False,0
11059,Half-dragon Trace and Half-human Nora Standing in combat pose in a cave full of monsters with the sun behind him.,2,False,0
11060,Pirate Queen Jenny and a dragooned VV Mike in a beach volleyball match against Clovis and Brutus.,0,False,0
11061,"Sealeen and Seraphina attempt to rouse Landen, who has run out of coffee.",3,False,0
11062,Test Card F.  Laura as the girl in the red dress playing tic-tac-toe and Keith as the clown doll.,4,False,0
11063,"Gender swap AU: Grand Templar Tracy Legacy, sitting in a chair with an attendant beside her. At the peak of her villainous career. ",2,False,0
11064,"Willow, Kat, and Laura have a swimming race after changing into their swimsuits, clearly Laura the river fox should win.",10,False,0
11065,WW2 nurse Kat attending injured soldier Zen in a battlefield.,1,False,0
11066,"Flora starts decorating to celebrate the holidays in July, and Trace is hesitant until he sees what Flora is wearing…",4,False,0
11067,Tom wheels his bag into the plane while a stowaway Nora and Nibs poke their heads out of his carry-on.,8,False,0
11069,Flora consoling Chimera post Red encounter while Raine chews out Red.,21,False,0
11070,"Rose teaching a course on proper female wolf etiquette. With Raine only interested from an etymological stand point, wolf Maren embarrassed (but secretly wants to learn for Sythe), and Natani wondering why the hell HE's there. ",3,False,0
11071,Eric flips the tables on Kathrin and asks her out on a dinner date. She's so used to his rejections that she doesn't know what to make of it.,15,False,0
11072,Good Morning femSythe and femZen (sequel to Gender Flip Flirting),3,False,0
11073,Two in love Basitins being bashful and unsure of where to begin with bedroom activities ,2,False,0
11074,Trace watching after a kitten(?) version of the Chimera girl,3,False,0
11075,Laura dressed in a kimono welcoming visitors to the cherry blossoms. Modern day AU sketch.,1,False,0
11055,"Body Swap: Maddie, in Maeve's body, trying to stop Maeve, in Maddie's body, from going outside without ankle wraps",2,False,0
11053,Behind the scenes-Lady Nora is not impressed by her proposed stand-in comprised of a wolf keidran and human in a poorly fitting costume. Time to confront the producer and director with her concerns.,4,False,0
11031,"What if: Half-Kinds Raine, but her father was Western Basitin instead of Keidran.",0,False,0
11052,Pinned Ya Pt. 2: ...and the bandages break.,13,False,0
11032,Maren looking beautiful in her sundress while out in a gentle summer rain,4,False,0
11033,"Winter season postcard: Trace, Flora Keith and Nat enjoying hot chocolate around a fire place ",2,False,0
11034,Mike and Evals (mayhaps holding hands) enjoying both each other and some fireworks.,1,False,0
11035,"Gender swap AU: Grand Templar Tracy Legacy, sitting in a chair with an attendant beside her. At the peak of her villainous career. ",1,False,0
11036,"Adira and Amelia a few rounds into a game of strip poker. Amelia produces a straight flush-- diamond suite, of course.",4,False,0
11037,Raine and Natani try to make a spell to fix the burnt off chunk of Nat's hair.  It works a little too well.  Fluffiness ensues.,2,False,0
11038,"Whilst rowing a boat to shore Mike stops for a moment to catch his breath and remove his sweaty shirt. Kat, sitting opposite, has a ""oh no, he’s hot"" moment.",0,False,0
11039,Rivet from Ratchet and Clank drawn in Tom's style. ,1,False,0
11040,Twokinds of the Caribbean: Flora as Captain Jack Sparrow and Kathrin as Barbossa duel with their sabers aboard a pirate ship.,6,False,0
11042,Bad guys can have Pool parties too (the Master Templars enjoy a day at the academy pool),5,False,0
11043,Half-dragon Trace and Half-human Nora Standing in combat pose in a cave full of monsters with the sun behind him.,1,False,0
11044,"After Willow's selfie goes viral, Kat and Laura decide to do a gaming stream in the nude, hoping to attract more viewers.",2,False,0
11045,Good Morning Lioness Saria,3,False,0
11046,Saria presents a seductive portrait of Rose to her household,1,False,0
11047,"The Female Northern Basitin brings back her catches, and the injured wolf back to her place with the Other northern Basitins jokingly say ""Can't wait to have wolf tonight!"" The Wolf looking vary worried.",11,False,0
11048,"Maren and Sythe furtively try to find out each other’s preferences, and turn to their ex’s, Flora and Trace, respectively. Unfortunately, as it turned out, the latter have very distant ideas about what their ex’s really like.",2,False,0
11049,"Clovis' execution of Roan reimagined à la Captain Needa's fatal apology to Vader in Empire Strikes Back. ""I will take full responsibility and apologize to Prince Clovis...""",0,False,0
11050,Nora and Reni: Cat and Mouse (Tom and Jerry) Parody Housecat Nora is trying to catch a Mouse Reni.,5,False,0
11051,Fertility wish continued: Zen and Kat run into Trace and Flora at the baby store. Kat is happy to give them the news but Zen begs them not to tell Natani yet.,3,False,0
11170,"Eric and Kathrin as children: After Kat breaks a vase while playing and Eric's mother angrily asks who did it, Eric takes the blame.",6,False,0
11171,Raine as Freya Crescent (Final Fantasy 9),2,False,0
11172,"After the encounter with Red, Raine finds the chimera in the bathroom",3,False,0
11303,"Older Keith and Natani, relaxing and watching their off-screen children play in leaf piles",1,False,0
11293,"Clovis as a king, sitting og the iron throne from game of thrones. ",0,False,0
11294,Willow swimming underwater through the coral reef with Laura and Kat,2,False,0
11295,Vampire Flora pouncing Trace but she trips over her cape.,1,False,0
11296,Continuation of the au in which Adelaide adopts Natani and Zen. Natani and Zen are are introduced to a baby Maddie.,19,False,0
11298,Flora nora fusion dakimakura,1,False,0
11299,"Demon tiger Trace 3: Trace comes to his senses, and is filled with remorse after realizing he attacked his (unscathed) love, Flora, who gladly comforts him",3,False,0
11300,Half-dragon Trance and Half-human Nora standing in combat pose in a cave full of monsters with the sun behind them.,7,False,0
11301,"Raine and Zen have a good time together, relaxing at the hot springs. Raine is embarrassed, but she likes it.",3,False,0
11302,"Dating Sim AU: Hoping no one noticed their transformation, VV Mike tries to rebrand as the hot transfer student.",1,False,0
11304,Kat vs the thirst (she opens a lemonade stand),9,False,0
11173,Kat uses her capabilities as a seamstress to create some clothes for Willow,0,False,0
11305,"Dog-Gone Reni: Blushy Reni running around and begging to play, after trying to mind-read a dog goes wrong.",1,False,0
11306,Hawaiian wolf Raine,1,False,0
11307,Modern AU: Roselyn takes young Raine to her first day of school.,8,False,0
11308,"Maren and Sythe furtively try to find out each other’s preferences, and turn to their ex’s, Flora and Trace, respectively. Unfortunately, as it turned out, the latter have very distant ideas about what their ex’s really like.",11,False,0
11309,"Flora and Kathrin getting into a ""cat fight""",4,False,0
11311,Chimera ref sheet,19,False,0
11312,Good Morning Madelyn ,0,False,0
11313,Clovis’ and mike’s actors answering the question of whether they are male or female.,2,False,0
11314,"Ambush Accident! Trace and Calvin (Calvin and Hobbes) meet and sit down, causing Flora and Hobbes, who were going to pounce on their respective humans, colliding in mid-air!",3,False,0
11292,"Raine and Kat are looking for magical stuff in Trace's estate for magic study purposes, they find a book. On the pages, they find some kind of summon spell and read it aloud together. Rose appears behind them, which scares Raine and Kat.",1,False,0
11291,Red and Kai´s arm wrestling contest takes a twist as Nora intervene with magic on both of them,2,False,0
11290,"Laura is paired with Trace for her final year B.A. Media & Performance project. Laura as the camerafox. Trace presents a cooking show, which turns out to be more of a comedy due to his nonexistent culinary skills.",12,False,0
11289,Good morning Brutus,2,False,0
11270,"Sequel to Wolf Mary: young Mary Silverlock gets caught by another Templar in her Keidran transformation while disrobed and feeling her fur. Not being recognized and mistaken for an actual Keidran, Mary's kicked out before she can explain, left without clothes and unable to change back.",2,False,0
11271,"From normal schoolgirl to heroine, Magical girl Maeve! ",0,False,0
11272,Epic canon shot of lady Nora fighting the black creature summoned by Trace during assassins' attack in chapter 7.,4,False,0
11273,Flora consoling Chimera post Red encounter while Raine chews out Red.,0,False,0
11274,Kitty Karen takes a cat nap in the sun of the oasis room,1,False,0
11275,"Modern Maeve: Maeve spies a shy Basitin exchange student eating by herself in the cafeteria, and decides to join her for lunch.",4,False,0
11276,Modern AU: Laura helping a spooked Kat beat a horror game on a dark and stormy night,8,False,0
11277,Modern Day Raine has trouble buying wine from her local store. Shop clerk Adira is skeptical the Wolf standing in front of her is also the Human women shown on her ID card.,9,False,0
11278,"Natani, Zen and Keith as the Spanish Inquisition from Monty Python. Nobody expects the Spanish Inquisition!",4,False,0
11279,"Adelaide standing on the roof of a Mad Max style car screaming ""Witness me!""",3,False,0
11280,femSythe & femZen: waking up together the morning after Gender Flip Flirting,5,False,0
11281,Portrait of Flora looking pretty with a flower in her hair,1,False,0
11282,Trace sandwiched between lioness Saria and Roselyn in bed (Diplomatic Sleepover 2),1,False,0
11283,Flora and Proto-Flora sitting in a sun beam licking their fur like housecats,1,False,0
11284,Another Western Basitin luau! Lets brake out the tribal paint!  (The girls as they paint each other for the festival.),2,False,0
11285,The Female Wolf from the Notable Civilizations sketch invites the Human male out for a drink at the bar. The Tigress interrupts and insists she be a better choice.,6,False,0
11286,Reni (dragon) chasing after Nibbly. She stole her clothes and won't give them back!,3,False,0
11287,Vehra desperately trying to remember herself by feverishly attempting to draw a picture of what she recalls of her home on the Isles on the wall of her room. ,3,False,0
11288,Gangster AU cat clan crime syndicate,2,False,0
11315,Tomboy Kat playing basketball with Michiru from Brand New Animal.,2,False,0
11316,"Adira needs some help around the tavern, so she recruits Mike and Evals for the job. She mentioned the position was for barmaids, right? Oh well, at least the new girls get to keep their tips.",14,False,0
11317,Keith as a female western Basitin meets Flora in her first time.,2,False,0
11341,Red has to apologize to the Chimera. He has to invite her to buy clothes with the girls,4,False,0
11343,"The Female Northern Basitin brings back the injured wolf back to her place with the Other northern Basitins jokingly say ""Can't wait to have wolf tonight!"" The Wolf looking vary worried.",5,False,0
11344,"Tiger Trace finds himself in the middle of a three-way tug-of-war between Flora, Cat Maren and Lioness Saria",1,False,0
11345,"Sequel to Wolf Mary: young Mary Silverlock gets caught by another Templar in her Keidran transformation while disrobed and feeling her fur. Not being recognized and mistaken for an actual Keidran, Mary's kicked out before she can explain, left without clothes and unable to change back.",3,False,0
11346,"The female basitin from Notable Civilizations, going on a date",1,False,0
11347,Sir knight Flora arrives to rescue her love from a tower where a meddling dragon taken her love prisoner. (A very bored Trace plays paddle ball),7,False,0
11348,Modern Keith and Natani cuddled up on the couch watching TV with Keith laying on top of Natani,1,False,0
11349,Willow ecstatic after finding a Movie with her name on it. (Kat/Laura having trouble trying to explain it's not about her.),1,False,0
11350,"Lioness Saria tries to surprise Trace with her new form, only to discover Tiger Trace.",3,False,0
11351,Smug FloraNora fusion showing off her strength and lifts surprised Reni (dragon) over her head,1,False,0
11352,Magpie showing off her collection of all Mekkan's different currency.,7,False,0
11353,For the holiday weekend Sam and Collin head out for some fun at a fair ground. Time for a friendly competition to determine who is better at knocking the cans off.,17,False,0
11354,Keith with striped thigh high socks and elbow gloves.,5,False,0
11355,"Rose captured in a dungeon, after being betrayed by Euchre in Chapter 16",1,False,0
11356,Species and maybe gender swap of Keith and Natani,4,False,0
11357,"Bunny-girl, Chimera and Mike are preparing to show the ""Sawing the lady in half"" trick. But unexpectedly for Mike, when the show starts, fem-Mike plays ""the lady"" role! ",1,False,0
11358,Raine makes an overly decorated and complicated cocktail,2,False,0
11359,Fertility wish continued: Natani mocks Zen about getting Kat pregnant until Kat asks when Natani and Keith will start having kids,14,False,0
11360,Trace having a dream where flora is discovered to be having multiple kittens. At least 8 minimum ,9,False,0
11361,"Portrait of Amelia Riftwall like ""Adira practice painting""",10,False,0
11342,"Clovis' execution of Roan reimagined à la Captain Needa's fatal apology to Vader in Empire Strikes Back. ""I will take full responsibility and apologize to Prince Clovis...""",0,False,0
11340,Sythe and Maren reenacting the ballroom scene from Beauty and the Beast.,5,False,0
11318,Ancient AU: Laura and Kathrin as Celtic warriors with blue war paint observe Romulus and Remus (as Roman soldiers) from the thicket of the forest.,6,False,0
11339,Genderbend Raine,2,False,0
11319,Trace as Rand Allthor from the Wheel of time series',0,False,0
11320,"Drowsy Raine sits down at the table and smooches Zen-- except that sounds like his laugh coming from by the counter, and his hair seems longer now…",4,False,0
11321,"Nora getting a lesson in walking on two legs from Reni, mirroring a similar scene from ""Luca""",1,False,0
11322,"Zen and Raine, sitting on a hood of a car in a drive in theater. Sharing a tub of popcorn, and watching a cheesy monster movie.",1,False,0
11323,Maren meets Wolf Maren and Cat Maren,1,False,0
11324,Flora and Kaylia get along after realizing that they have a lot in common (unsurprisingly). They tell a bewildered trace that they're going to share him.,1,False,0
11325,The Halloween and Christmas mashup that we need but don’t deserve! Natani and Keith style!,1,False,0
11326,redraw of Kathrin teasing the audience ,3,False,0
11327,The tables have turned: Lioness Saria models nude for Rose's painting.,3,False,0
11328,Erilas doing the jackopose trend,9,False,0
11329,"Human Flora introducing her new pet cat, Trace, to her friends, Human Keith and Human Natani",1,False,0
11330,Good Morning Zen,3,False,0
11331,Lady Nora uses the royal castle as a big scratching post.,2,False,0
11332,FluffKevlar's Tala and Young Rose discuss their people's differences after Tala comes stumbling out of the forest,3,False,0
11333,Ora Fusion (Nora and Flora) panicking because she isn't able to unfuse,6,False,0
11334,Laura wearing lingerie.,3,False,0
11335,"Captain Jenny posing for an ad for Western Basitin Rum, with one foot on a sideways barrel of rum with her holding her cutlass back against her shoulder nonchalantly while looking at the camera and grinning.",2,False,0
11337,"While Trace is fighting Detritus after he tried killing Flora, Trace has a flashback of himself, flames in hand, approaching a terrified Keidran mother and child",1,False,0
11338,FemMike and Clovis Shopping together.,1,False,0
11269,"An alternative scenario to the comic in which Trace suggests on breaking into his own estate to steal the money needed for the journey. Instead of being swayed away from the plan, he goes forward with it, though it goes hilariously wrong.",2,False,0
11268,Adelaide staring down Maddie's future father after their battle for the title of King,3,False,0
11267,"Maeve giving Maddie a Basitin Model Calendar: ""Ankle Edition"" and keeling over laughing at the inevitable look of confused embarrassed horror Maddie has on her face.",1,False,0
11196,Natani comforts Keith after a nightmare involving his death,2,False,0
11198,RPG protagonist mage Kat confidently hitting on VV Mike the waitress in a tavern.,1,False,0
11200,"Pirate Queen Jenny, one foot on a treasure chest and pointing her cutlass at the viewer.",2,False,0
11201,“Pinned ya” but from Natanis POV ( they could be looking down at Keith) ,5,False,0
11202,"The new assassin brothers Nat and Zen begin training, while the young Rom and Rem gripe overtaking the two taking their gimmick.",0,False,0
11203,Good morning Brutus,4,False,0
11204,The whole gang playing Dungeons and Dragons with Keith being the Game Master.,0,False,0
11205,The human king,7,False,0
11206,Lady Nora uses the royal castle as a big scratching post.,4,False,0
11207,Gamer Laura gets banned from twitch after Natani swears during stream,11,False,0
11208,Trace looks in the mirror and sees his evil reflection pushing him to hurt Flora,1,False,0
11209,Natani and Zen's first duties in the Assassin's Guild! Tending to the counter and stocking the shelves at the Assassin's Guild Official Gift Shop. ,0,False,0
11210,Behind the scenes-Lady Nora is not impressed by her proposed stand-in comprised of a wolf keidran and human in a poorly fitting costume. Time to confront the producer and director with her concerns.,2,False,0
11211,Foxy Fox Laura in a Box of Crocs and Socks.,18,False,0
11212,Nora first discovering that she's into humans.,1,False,0
11213,"Basitin first time pt 2, The newlyweds wake up in bed next to each other dazed and a little confused about what happened the night before.",2,False,0
