,name,votes,winner,win_difference
1528,Natani and Zen get to arguing about which of them has the better butt and why; so they call on a flustered Keith to judge.  ,7,False,0
2978,"We got Flaura, let's have a Trieth! ",7,False,0
2318,Lamp Shopping 2: Lightbulb in Kat's Mouth,7,False,0
3334,Steampunk Keith and Natani. I just think they’d look super cute as airship pirates. ,7,False,0
14789,The first time humans and Basitins encountered each other,7,False,0
16178,Anklet of Humanification - The Return of Vehra,7,False,0
3944,"FemWolf Red tries removing the collar, violating the bet. The collar compels him remove everything BUT the collar instead. Now he has to spend the rest of the bet in the fur.",7,False,0
2029,"Flora and Kathrin wanted to work off the extra pounds from the holidays. But while Kat lifts weights, the tubby tiger just sits there, eats a chocolate Santa",7,False,0
6778,Steampunk maddie & maeve create the first flying contraption & present it outside of town,7,False,0
3167,"Rose looking over Clovis' art collection, and tells him that his very expensive ""one-of-a-kind"" ugly ape painting is worthless.",7,False,0
1212,Black Friday at the Squirrelmart. Adira at the checkout is not amused with the customers while Laura and Kat are happy with the discounts,7,False,0
2575,"Modern AU: Nora catches Clovis stream-sniping Laura on his big gaming PC, she gives him a fitting gamer girl punishment.",7,False,0
14780,Old Trace (Trace) and new Trace (Tray) are twin brothers in high school. A teen Flora catches the eye of Tray and his brother tells him that Tray shouldn't be interested in Keidran.,7,False,0
7185,Male Raine? Both forms?,7,False,0
1655,Rabbit Girl taking over the new year from Flora for the Chinese zodiac ,7,False,0
222,Modern AU: Mike and Evals thrill a crowd in an arcade with a highly skilled Dragon Dance Revolution dance off.,7,False,0
2702,Flora trying on a Kathrin creation sundress and showing it off to Trace.,7,False,0
2901,"Willow, Kat and Laura trying on Arabian Dancers outfits",7,False,0
2626,"Reni and Zen find a spicy draft of a story, about a roguish wolf, a mage-in-training, and a dragon princess, hidden amongst the game books (follow-up to Team B D&D)",7,False,0
1389,Nora spices up this year's Dragon Masquerade as random guests find themselves 'becoming their masks',7,False,0
3790,Maren hires longhair Kat to babysit Karen despite Karens protests,7,False,0
6920,Kat towel whipping Flora,7,False,0
3943,Keith's Boobhat Redux,7,False,0
24,Happy Raine licks Red's face and vigorously wags her tail,7,False,0
3103,A deep-in-thoughts Kat looking out through a rain-spattered window at a stormy evening.,7,False,0
1486,Modern AU: Trace works as a car salesman at Nora's used cars dealership,7,False,0
2524,"Zen and Raine chilling in a café, Zen playfully teasing Raine about how cute she looks in his Flannel shirt.",7,False,0
1564,"Chimera with her cart and bonesaw goes ""shopping"" for new body parts in a destroyed keidran village. ""Oh, this top looks cute""",7,False,0
3389,Sam and Colin play out in the spring rain.,7,False,0
6880,Kingdom Hearts Crossover: Sora fight Twokinds-inspired heartless with Trace and crew.,7,False,0
6881,"Rose gets frustrated that she has nothing to do, as the manor does everything for her.",7,False,0
6737,Mean Girls Ambush Keith in the Shower for Sexy Research Purposes.,7,False,0
3351,Good morning bunny girl.,7,False,0
2406,What kind of games does laura play and does it affect her socially.,7,False,0
15881,Young AU Raine meeting and mixing up young AU Zen and Natani in school.,7,False,0
3959,Rose teaching about the different languages spoken in the comic,7,False,0
3097,"TwoKinds High! Chimaera girl joins Flora and Reni (dragon or anthro-dragon) on the cheer squad! Between a strong wind, ill-fitting skirts, and detachable parts, they need a bit of work before the big game!",7,False,0
1151,Modern AU: Trace works as a car salesman at Nora's used cars dealership,7,False,0
335,Trace and Flora wearing Tony and Pepper’s respective Iron Man suits from *Avengers: Endgame.* Possibly in a similar pose to the back-to-back laser assault ,7,False,0
3832,"Raine in a modern setting and in human form, is cozily typing up some fiction in a quiet night.",7,False,0
6777,"King Adelaide & Keith visit Western Basitin leaders for a diplomatic meeting, in proper attire",7,False,0
7210,Half-Kind Returns: The main characters of Half-kind meets Trace and Flora,7,False,0
14218,"It is mentioned in King Adelaide's reference sheet that she enjoys sailing as a hobby, so she meets Captain Jenny and they go on an ocean expedition together!",7,False,0
10569,Behind the scenes of TwoKinds; we find that Clovis’ actor (male) plays both male and female versions of Clovis.,7,False,0
4936,Team A at an arcade.,7,False,0
4912,Summer theme: beach volleyball match between keith/natani and trace/flora,7,False,0
5098,"♂ to ♀ Lineup C (Eric, Alaric, Keiren and Carver)",7,False,0
9199,"Plain gray-white cat version of Flora. [Fact: Flora was not originally a tiger, she was in fact just a plain grey and white cat (on Oct 2003)]",7,False,0
5070,"In light of the recent new keidran types, how about a coyote keidran that loves to bake cupcakes",7,False,0
5075,Trace and Saria's wedding.,7,False,0
14283,"Reni dealing with Nora showing off embarrassing baby photos of her (Reni) to others, including Kei.",7,False,0
5147,"Flora Becomes Jealous of Tigress Trace ""Breast"" size.",7,False,0
5128,Team B plays poker,7,False,0
14627,"Natani, Zen and Keith as the Spanish Inquisition from Monty Python. Nobody expects the Spanish Inquisition!",7,False,0
5079,Tiger Trace and Flora grooming Time,7,False,0
5245,Silver fur Natani and adult Keith last time together.,7,False,0
5272,Natani as Wonder Woman fighting a keidran-version of Cheetah,7,False,0
12635,Flor meets Tigger and tries to bounce on her tail like he can,7,False,0
15577,"Adelaide standing on top of a Mad Max style car screaming ""Witness me!""",7,False,0
5022,Keith trains Basitin Trace.,7,False,0
12636,The Chimera meeting Nora for the first time,7,False,0
15571,While Raine and Maren were on hot springs Sythe and Zen stole their clothes and they were left completely naked.,7,False,0
5065,techbasitin Maddie,7,False,0
14921,Rivet from Ratchet and Clank Drawn in Tom's style. ,7,False,0
13586,Wolf Raine as Nessa from Pokemon Sword and Shield.,7,False,0
5234,Maddie somehow got a pumpkin stuck on her head...,7,False,0
15419,Sir knight Flora arrives to rescue her love from a tower where a meddling dragon taken her love prisoner. (A very bored Trace plays paddle ball),7,False,0
4693,Flora & Trace at ultrasound for baby.,7,False,0
13574,"The main four as survivors on a deserted island. Trace is cooking/burning fish, Keith is catching fish while Flora attaches the hook to his pants without him noticing, and Natani is trying to murder a shark that tore off his chest bindings.",7,False,0
9069,Adelaide and Maddie's Father: Forbidden First Date edition. Maddie's father sneaking his way into the castle to see Adelaide,7,False,0
4933,Greaser Natani,7,False,0
14268,"Reni joins tonight's D&D group. So, what character class is she going to be? Maybe a paladin?",7,False,0
9151,"Zen an Natani assassin training - lesson #1, Naruto running.",7,False,0
4891,"Kat and Flora as roommates in college where Kat is the studious roommate, and Flora is the fun roommate. This no doubt causes some arguments to ensue. ",7,False,0
5354,Natani riding a horse.,7,False,0
9017,The return of Pet Daughter: Confusion on what to wear on her first date,7,False,0
8828,Raine and Red (both in halfkind forms) share a heartwarming kiss under a waterfall.,7,False,0
14439,Amelia rewards Windstraw's hard work at the tavern with some vigorous petting,7,False,0
4263,"Lilith as Vesper Lynd, and Zen as James Bond in the Casino from Casino Royale. ",7,False,0
4236,Kathrin,7,True,0
4605,Flora dressed as Eris from Cat Planet Cuties,7,False,0
11989,"Euchre as Merlin telling young Trace as Arthur, ""If you think magic will solve all your problems, it won't!"" (Disney's Sword in the Stone Reference)",7,False,0
15630,"Nora tries to prank the Grand Templar, but it ends up rebounding. Now Nora has to live with being a squirrel for a week.",7,False,0
14366,"Reni fantasizes about having a family with Kei, and is embarrassed when Nora listens in on her daydream ",7,False,0
8846,Clovis has been made a slave and ends up as a model for Eric,7,False,0
8788,Clovis has been made a slave and ends up as a model for Eric,7,False,0
12110,Natani mocks a flustered Zen as Kat gives him a bath.,7,False,0
15551,"Demon tiger Trace 3: Trace comes to his senses, and is filled with tearful remorse after realizing he attacked his (unscathed) love, Flora, who gladly comforts him as she strokes his head in her lap.",7,False,0
12101,"Laura as Hyacinth Bucket (pronounced ""Bouquet"") and Keith as Richard from Keeping Up Appearances.",7,False,0
8868,"Kathrin puts on a fashion show for more of her outfits, with female Trace, Keith, and/or Mike and Evals as the models.",7,False,0
4985,"Happy birthday Maeve! Adira and Maeve celebrate with cake, party hats, etc",7,False,0
4981,While practicing magic Trace accidentally rips a hole in time,7,False,0
14696,The Biological differences of Mekkan's main species.,7,False,0
12602,"Mike kisses Evals who is reluctant at first, but then gets more into it (both male)",7,False,0
4908,"Page 986, Keith actually woke up first but decided to fall back asleep cause he was too ""happy"" ",7,False,0
4882,the Twokinds cast dressed as the major characters from borderlands 2,7,False,0
14228,Willow reference sheet,7,False,0
4889,"Trace, Flora, Keith, and Natani as the cast of UberQuest (Trace = Kylar, Flora = Claire, Keith = Farron, Natani = Sesame)",7,False,0
9224,"Keith and Natani walking through a haunted house, Keith flyers scared and jumps into Natani’s arms",7,False,0
9097,"In the bunny village Mike is bowled over, bunny piled and questioned by a fluffle of curious young bunnies who have realized that this fox with his big fluffy tail is mostly harmless.",7,False,0
5238,Hypothetical meeting between Natani and Keith's parents,7,False,0
14651,"[Dating Sim AU]: Hoping no one noticed their transformation, VV Mike tries to rebrand as the hot transfer student.",7,False,0
13449,Clovis stuffing the sketch suggestion box with different requests for Brutus pinups,7,False,0
13487,Modern Au: Keith takes Laura to the gun range to test her FPS gamer skills.,7,False,0
8516,Trace and Flora enact the balcony scene from Romeo and Juliet,7,False,0
4767,"D&D Group B. Zen, raine, maren, red, karen, sythe and nibbly human counterparts (except nibbly).",7,False,0
5570,Saria's ghost returns to gossip with Flora about Trace,7,False,0
5620,Mrs. Nibbly in her nest of stolen underwear,7,False,0
8464,"For Eric's misdeeds a horde of his ""victims"" led by Rambo Flora descend upon him brandishing baguettes.",7,False,0
10630,Good Morning Mike (male),7,False,0
8484,Keith begrudgingly accepts he’s the little spoon ,7,False,0
15752,Sythe and Nibbly as Doomguy and his pet rabbit Daisy (alive),7,False,0
8498,"Keith as a sexy industrial worker, all sweaty and greasy, holding a big hammer in his hands.",7,False,0
5641,Kei being spotted by Reni under the magic Mistletoe at Trace's Christmas Mansion Party,7,False,0
6110,Reni fetching the teleportation stick like a huge dog.,7,False,0
8277,Trace trying to cope with Flora's weird pregnancy cravings,7,False,0
7589,Female wolf Keidran Cosmo (Cosmic wolf from Netflix Voltron) Seems really interested in Keith,7,False,0
15057,"Gender swap AU: While traveling on the ship to the Basitin Isles, Keith learns Natani's secret",7,False,0
8308,Maeve and out picking new spring flowers for decorating the tavern (and some for her mom),7,False,0
8307,"Genderswapped Laura trying to seduce Keith, who does not know how to handle the situation. (Whether Keith is genderswapped too or not is for Tom to decide)",7,False,0
8306,Zen tending to a anthro Miss Nibs on get her fur tended and well kept.,7,False,0
8289,What if: Sealeen & Lynn Family portrait,7,False,0
8295,"Flora asks Trace if he can explain magic to her. After a long explaination, Flora decides to never ask Trace about magic again.",7,False,0
7514,"Clovis is Rita Repulsa, & its time to conquer Earth!",7,False,0
7518,Kat and Zofie (Fluffkevlars character) cooking together.,7,False,0
13496,"Nora gets a taste of her own medicine when she's hit by her own curse and suddenly can't stop acting like a dog. Trace, finding this hilarious, wonders aloud what tricks she can do. ""Don't you dare!""",7,False,0
13499,"After Euchre frees Raine and Mary Silverlock from the Templars, the latter two meet the formers cousin: Roselyn (alive and young). Rose takes them to her family in the Snow Wolf territory, and Raine turns into her Keidran form like her mom to blend in.",7,False,0
13674,Sequel to Keith/Natani/Laura Couple: Double Date with Trace and Flora,7,False,0
8490,"Maren gets anthro-Nibblified! Except she doesn't realise it, and the others are trying to avoid her realising...",7,False,0
4852,"Raine as Jekyll and Hyde (human form as Jekyll, savage beastly looking wolf form as Hyde)",7,False,0
4721,Trace struggling to give the now-heavier flora a piggyback ride,7,False,0
4864,No,7,False,0
4715,Trace having accidentally turned himself and Flora into Merfolk.,7,False,0
13555,Kat-o-Vision/Christmas Miracle Sequel: Kat and Zen welcome their child into the world! Who do they take more after?,7,False,0
14472,Seer's Daughter first time using her powers,7,False,0
4647,Trace having accidentally turned himself and Flora into Merfolk.,7,False,0
9147,Flora tells a spooky tiger Keidran folk story: the Rakshasa.,7,False,0
4633,"Campfire song song, Trace, Flora and Keith sitting by a campfire and Flora sings the campfire song song",7,False,0
5237,"Kat getting the attention she so desperately wants from Eric. No tricks, no dreams. A nice date or dance or something for them.",7,False,0
13640,Young rose daki,7,False,0
5587,"Trace gives Flora pants as a Xmas gift. They are clearly not designed to fit Keidran, but she does her best.",7,False,0
15277,The human king,7,False,0
10610,Doomguy and his Bunny update: the Slayer and Daisy hanging out in the Fortress of Doom,7,False,0
14943,"Twokinds behind the scenes: human Nora and human Reni in mo-cap suits, Nora tries to act intimidating and roars but ends up looking cute, Reni worries her suit makes her butt look big.",7,False,0
14481,Snow wolf and white Bastin hanging out with Laura’s white fox sister at the beach,7,False,0
13622,"A minor diplomatic incident occurs when the Tiger diplomatic party is invited to the Legacy estate for negotiations. Where they are introduced to the Legacys, much to Iris's embarrassment. ",7,False,0
8415,Drunk Zen and Kat sing together on stage while on a double date with Natani and Keith.,7,False,0
4759,Tiger Trace Character Reference,7,False,0
8406,Karen introduces Maddie to Magpie. Maddie is critical at the sight of such an unorthodox Basitin.,7,False,0
4845,Landan the Coffee Knight,7,False,0
15730,Good Morning Human Reni,7,False,0
12929,"Natani, Zen and Keith as the Spanish Inquisition from Monty Python. Nobody expects the Spanish Inquisition!",7,False,0
8410,"Trace throws his inkwell at the evil black smoke hallucination.  Hits Flora who's standing behind it, covering her in ink.",7,False,0
12538,"Sequel to ""Island Style Reni"" Nora decides to help Reni's attempts to impress Kei by making off with her grass-skirt, leaving her frozen, bottomless, blushing and embarrassed--as Eric captures it all on canvass.",7,False,0
15054,"The rabbit that Mike pulled from a hat is now the magician, with Mike as her lovely female assistant",7,False,0
4879,A sequel to the pillow fight: Maddie and Maeve watching a movie. Maddie has an icepack on her head from the pror mishap.,7,False,0
15247,Reni in the modern AU. How did she change over the years? Is she now just as mischievous as Nora?,7,False,0
4221,Trace having accidentally turned himself and Flora into Merfolk.,7,False,0
11895,Evals jokingly proposes to Mike ,7,False,0
7571,"Diplomatic Sleepover 2: starring Saria, Roselyn and Trace",7,False,0
12817,Cozy Flora enjoys a warm drink by the fire,7,False,0
12333,Everybody plays Among Us,7,False,0
12732,"Jealous Nibbly decides if Sythe likes humans, she'll turn human!",7,False,0
5901,Alaric is bestowed the title of General by King Adelaide,7,False,0
5888,"Mike and Evals relaxed but nervous in the mansion, unaccustomed to being guests.",7,False,0
11418,Laura against the glass,7,False,0
12370,"Flustered Reni scratches an itch with her hind leg, wags her tail and acts like a playfully dog after mindreading a puppy goes wrong.",7,False,0
5937,Young Natani & Young Rose discussing their future selves,7,False,0
5795,Natani crying over Keith's lifeless body ,7,False,0
5964,Adrakist Flora. Perhaps who became one with Reni's help?,7,False,0
5799,Keith reverts to the anthropomorphized animal he's based on.,7,False,0
5865,Flora Trace first kiss redux,7,False,0
5840,"Flora trying to knit some baby-booties, only to end up tangled in a web of string, as cats do.",7,False,0
11490,Maddie dabbing,7,False,0
5832,Now presenting your Majesty Nibbly. Basically a royal squirrel. ,7,False,0
12249,Human Explorer/Snow Leopard Chieftain's Son snuggle for warmth in a cave during a blizzard.,7,False,0
11432,Erilas against the glass.,7,False,0
5983,King Madness makes good & gives Landen all the coffee they can drink,7,False,0
11817,Natani mocks a flustered Zen as Kat gives him a bath,7,False,0
12279,"The poker scene, but with cat Nora on the side and everyone suddenly gender swapped by her.",7,False,0
15084,"Mage Kat hits on Waitress VV Mike in Adira's tavern, classic fantasy RPG vibes.",7,False,0
6027,Duel between “Pegleg” Zen & diplomat Sythe.,7,False,0
6054,Flora as a dragon flying over surprised Trace who's talking with Nora,7,False,0
14612,"Grand Templar Trace, but as a historical Templar in the crusades",7,False,0
4349,Feral Flora,7,False,0
4373,Underwater kiss scene between Trace and Flora in the lake,7,False,0
12773,"Natani, Zen, and Sythe turn into werewolves and no one seems to notice or care.",7,False,0
5853,Natani decked out in Monster Hunter gear,7,False,0
6046,"In an attempt to break Nora's curse, Clovis tries to become an Adrakist",7,False,0
12741,"Prequel to ""Fertility Wish."" More body swapping occurs only to end up with Kat being in Flora's body. Carrying the baby piques her interest. ",7,False,0
6076,"Karen: The First FourKind! (Human, Keidran, Basitin, & Dragon)",7,False,0
12128,King Adelaide chokeslamming Clovis through a table,7,False,0
5748,First victim of the Legacy Estate's defenses.,7,False,0
12877,"Human Reni, in armor fighting alongside Kei.",7,False,0
12160,"Brutus, hearing ""Let me in"" Clovis, opens the gate a bit too quick slamming Clovis between it and the fence.",7,False,0
13066,"Roselyn, using teleportation magic, scares Trace.",7,False,0
12234,"""Lupus Dei!"" Nat and Zen on guitar, Sythe on the mic, Raine on organ, and Brutus on drums, dressed up in the style of Powerwolf, and ready to rock!",7,False,0
5745,"Trace finds his old Templar armor, and tries it on.",7,False,0
12206,Flora decided to test Stoney to see if he'll be a good companion for her baby when it's born. She likes him! Good boy!,7,False,0
6172,Flora & a spray bottle. Bad kitty!,7,False,0
12797,Willow and ghost Laura go deep into the woods and meet Willow’s “Mother”,7,False,0
5770,Red challenges King Adelaide in the name of MEANINGLESS BATTLE!,7,False,0
12693,A dentist's nightmare. Dragon comes in for dental check-up,7,False,0
5696,Tiger Trace and Keith pose for Eric in the aftermath of Pixie Panic.,7,False,0
6144,Kat reading Maeve & Maddie a bedtime story,7,False,0
12642,Eric sums up his sneptember challenge.,7,False,0
12686,"Legacy's haunted mansion. Trace Legacy was preparing for Halloween, using a little black magic to make his mansion so scary that even he didn't expect it.",7,False,0
11603,Young Zen having to take his little quadruped sister for a walk,7,False,0
5727,Kat gives Lynn one of Raine's shipfics in a misguided attempt to bond over a love of reading. ,7,False,0
5728,Red turned into a Wolf Keidran and getting tummy rubs from Human Raine,7,False,0
5730,Trace and Laura’s first meeting,7,False,0
5713,Maddie's first time feeling on crushing on someone,7,False,0
11580,Shiro Ogami from Brand New Animal,7,False,0
5968,Sythe & Nibs go on a Valentines date.,7,False,0
11579,Cat Nora meets Windstraw,7,False,0
4390,karen chasing Evals with a switched on vacuum cleaner,7,False,0
15451,Good morning Amelia,7,False,0
4227,Maeve writes letters to Tom suggesting sketches.,7,False,0
8976,"Wolf Raine and cat Maren at a con wondering what a ""fursuit"" is",7,False,0
14039,The biological differences of Mekkan's main species.,7,False,0
4197,Raine and Ember Book Club (Raine sharing books with Ember from Bloodline),7,False,0
8952,Mike kisses Evals who is reluctant at first but then gets more into it (Both Male),7,False,0
14562,Kat discovers Zen’s weakness to belly rubs and Natani is more than amused.,7,False,0
5287,King Adelaide as Wonder Woman,7,False,0
5276,Magic Enforced Halloween Shenanigans,7,False,0
4103,"Kathrin doing a spacewalk, with the general shape of the map to TwoKinds present on the planet below.",7,False,0
13091,Vampire Kat 2: Willing Prey - Christmas Spirit - TwoKinds fans and Kat simps organize a surprise Christmas themed blood drive. Kathrin walks in and tearfully thanks everyone.,7,False,0
14002,Karen demands to speak with the manager of Twokinds.,7,False,0
11925,"While exploring a cavern, dragon Reni accidentally discovers a tribe of kobolds",7,False,0
4113,Yandere Kathrin trying to get Eric-Senpai to notice her.,7,False,0
5379,The ghosts of Alaric and Laura comfort Keith after leaving the Isles for the second time,7,False,0
4104,Messenger Lynn as Phoenix Wright (Ace Attorney),7,False,0
9056,Remake of FemMike and his buttheart from page 454,7,False,0
4299,"""Trace Legacy as a Basitin"" Cameo from Keith Keiser.",7,False,0
4290,Young Rose as the Sassy Wendy's Meme,7,False,0
4272,Trace having accidentally turned himself and Flora into Merfolk.,7,False,0
8984,Drunk Natani sticking out the top of a party limo with a bottle of whiskey.,7,False,0
4313,Ms. Nibbly sleeping on Karen's face like a kitten,7,False,0
14334,"Natani, Zen and Keith as the Spanish Inquisition from Monty Python. Nobody expects the Spanish Inquisition!",7,False,0
14309,Good Morning Rose,7,False,0
8998,Trace helps Flora dry off after a bath.,7,False,0
4323,Pleasantly plump Kathrin,7,False,0
4307,Laura and Kieth trade places during their first meeting.,7,False,0
4315,Tiger Trace character reference,7,False,0
5263,"Crew as Monty Python and the Holy Grail, Clovis dressed as killer rabbit. RUNAWAY! RUNAWAY!",7,False,0
4166,Alaric sparring Musclehead General,7,False,0
12305,Willow Wisp reference sheet,7,False,0
8960,Kat catches Keith and Natani making out,7,False,0
4397,Roselyn when she was pregnant with [Database error] (2013 April Fools comic).,7,False,0
4386,Detective Nibbly / Who Killed Prince(ss) Clovis?,7,False,0
11796,A cute kobold girl!,7,False,0
